mileage,make,model,fuel,gear,offerType,price,hp,year
10,Skoda,Octavia,Diesel,Automatic,Used,23585.0,150.0,2020
11860,Volkswagen,Golf,Electric,Automatic,Used,23740.0,136.0,2020
9350,Volkswagen,Golf,Diesel,Manual,Used,23770.0,116.0,2020
16000,BMW,118,Gasoline,Automatic,Used,23790.0,140.0,2020
20450,Audi,A1,Gasoline,Automatic,Used,23870.0,116.0,2020
15,Nissan,Qashqai,Gasoline,Automatic,Pre-registered,24990.0,158.0,2021
15,Nissan,Qashqai,Gasoline,Automatic,Pre-registered,24990.0,158.0,2021
9,Skoda,Octavia,Gasoline,Manual,Pre-registered,25290.0,150.0,2021
10,Volkswagen,Tiguan,Gasoline,Manual,Pre-registered,25790.0,131.0,2021
4,Kia,ProCeed / pro_cee'd,Gasoline,Automatic,Pre-registered,25790.0,160.0,2021
7,Renault,Grand Scenic,Diesel,Manual,Pre-registered,25790.0,120.0,2021
7,Volkswagen,Caddy,Gasoline,Manual,Pre-registered,25890.0,114.0,2021
10,Skoda,Octavia,Diesel,Manual,Pre-registered,25990.0,116.0,2021
8,Hyundai,Tucson,Gasoline,Manual,Pre-registered,28790.0,179.0,2021
15,Volkswagen,T-Roc,Gasoline,Automatic,Pre-registered,28890.0,150.0,2021
7,SEAT,Ateca,Gasoline,Manual,Pre-registered,,150.0,2021
8,Skoda,Kodiaq,Gasoline,Manual,Pre-registered,28990.0,150.0,2021
10,Skoda,Kodiaq,Gasoline,Manual,Pre-registered,28990.0,150.0,2021
7,Hyundai,Tucson,Gasoline,Manual,Pre-registered,29490.0,179.0,2021
90,Volkswagen,T6 Transporter,Diesel,Manual,Used,29550.0,110.0,2021
10,Skoda,Octavia,Electric/Gasoline,Automatic,Pre-registered,29690.0,150.0,2021
7,Audi,Q2,Gasoline,Automatic,Pre-registered,29750.0,150.0,2021
6,Skoda,Karoq,Gasoline,Automatic,Pre-registered,29790.0,150.0,2021
7,Skoda,Superb,Gasoline,Automatic,Pre-registered,29790.0,150.0,2021
25,Volkswagen,Golf,Electric/Gasoline,Automatic,Pre-registered,29890.0,150.0,2021
90700,Opel,Corsa,Gasoline,Manual,Used,5400.0,87.0,2011
83000,Mitsubishi,Colt,Gasoline,Manual,Used,5499.0,95.0,2011
70830,Ford,Focus,Gasoline,Manual,Used,5500.0,105.0,2011
216574,Volkswagen,Golf,Diesel,Manual,Used,5799.0,105.0,2011
138174,Opel,Meriva,Gasoline,Manual,Used,5987.0,140.0,2011
142900,Volkswagen,Golf,Diesel,Manual,Used,6390.0,140.0,2011
82000,MINI,One,Gasoline,Manual,Used,6400.0,98.0,2011
89000,Volkswagen,Golf Plus,Gasoline,Manual,Used,6990.0,80.0,2011
121650,Hyundai,Veloster,Gasoline,Manual,Used,6999.0,140.0,2011
139567,Volkswagen,Passat Variant,Gasoline,Manual,Used,7299.0,122.0,2011
139800,Skoda,Fabia,Gasoline,Automatic,Used,7490.0,179.0,2011
124000,BMW,118,Gasoline,Manual,Used,7499.0,143.0,2011
150000,Suzuki,Grand Vitara,Diesel,Manual,Used,7750.0,129.0,2011
106500,Volkswagen,Golf,Gasoline,Manual,Used,7900.0,122.0,2011
89000,Ford,C-Max,Diesel,Manual,Used,7950.0,116.0,2011
74776,Dodge,Caliber,Gasoline,Manual,Used,7990.0,156.0,2011
149200,Audi,A1,Gasoline,Manual,Used,8499.0,122.0,2011
230000,Volkswagen,Passat Variant,Diesel,Manual,Used,8600.0,140.0,2011
97000,Opel,Astra,Diesel,Automatic,Used,8690.0,165.0,2011
132284,Hyundai,Santa Fe,Diesel,Automatic,Used,10200.0,197.0,2012
125000,Volkswagen,Golf,Diesel,Manual,Used,10750.0,105.0,2012
210309,BMW,520,Diesel,Automatic,Used,10899.0,184.0,2012
59000,Volkswagen,Tiguan,Gasoline,Manual,Used,11690.0,122.0,2012
136000,Mercedes-Benz,B 180,Gasoline,Manual,Used,12490.0,122.0,2012
345002,Peugeot,Boxer,Diesel,Manual,Used,12500.0,120.0,2012
114619,Peugeot,Expert,Diesel,Manual,Used,12985.0,163.0,2012
87000,Audi,Q3,Diesel,Automatic,Used,17499.0,177.0,2012
55500,BMW,X3,Gasoline,Automatic,Used,17500.0,184.0,2012
179500,Mercedes-Benz,S 350,Diesel,Automatic,Used,18490.0,258.0,2012
57000,Mercedes-Benz,E 300,Gasoline,Automatic,Used,20800.0,252.0,2012
149800,Mercedes-Benz,GLK 350,Diesel,Automatic,Used,24000.0,265.0,2012
90000,Mercedes-Benz,ML 350,Diesel,Automatic,Used,30000.0,258.0,2012
141335,Mercedes-Benz,C 63 AMG,Gasoline,Automatic,Used,,551.0,2012
140000,Porsche,991,Gasoline,Automatic,Used,61991.0,349.0,2012
7500,FISKER,Karma,Electric/Gasoline,Automatic,Used,69900.0,408.0,2012
307000,SEAT,Ibiza,Gasoline,Manual,Used,2199.0,82.0,2012
171000,Fiat,Punto Evo,Gasoline,Manual,Used,2200.0,69.0,2012
161000,Renault,Clio,Gasoline,Manual,Used,2600.0,75.0,2012
98215,Peugeot,206,Gasoline,Manual,Used,2750.0,60.0,2012
83500,Volkswagen,Beetle,Gasoline,Automatic,Used,15950.0,211.0,2013
63000,BMW,550,Diesel,Automatic,Used,32490.0,381.0,2013
52000,Lamborghini,Gallardo,Gasoline,Automatic,Used,99850.0,560.0,2013
38250,Hyundai,i10,Gasoline,Manual,Used,4290.0,69.0,2013
88000,Hyundai,i10,Gasoline,Manual,Used,4380.0,69.0,2013
182100,Ford,Focus,Diesel,Manual,Used,4490.0,105.0,2013
76020,Renault,Clio,Gasoline,Manual,Used,4495.0,75.0,2013
44300,Renault,Twizy,Electric,,Used,4600.0,11.0,2013
55254,Hyundai,i10,Gasoline,Manual,Used,4790.0,69.0,2013
190000,Skoda,Octavia,Diesel,Manual,Used,5590.0,105.0,2013
64000,Chevrolet,Aveo,Gasoline,Manual,Used,5950.0,101.0,2013
111335,Ford,B-Max,Gasoline,Manual,Used,5990.0,101.0,2013
92800,Hyundai,i30,Gasoline,Manual,Used,5999.0,109.0,2013
104000,Hyundai,i30,Gasoline,Manual,Used,6600.0,99.0,2013
139500,Volkswagen,Polo,Gasoline,Manual,Used,6600.0,90.0,2013
52500,Fiat,500,Gasoline,Manual,Used,6900.0,69.0,2013
97000,Volkswagen,Polo,Gasoline,Manual,Used,6990.0,69.0,2013
25255,Skoda,Fabia,Gasoline,Manual,Used,7450.0,86.0,2013
111028,Peugeot,3008,Diesel,Manual,Used,7850.0,150.0,2013
91000,BMW,218,Diesel,Manual,Used,16400.0,143.0,2014
89476,BMW,X1,Diesel,Automatic,Used,16900.0,184.0,2014
100000,Audi,A3,Diesel,Automatic,Used,17990.0,150.0,2014
112000,Mercedes-Benz,CLA 200,Gasoline,Automatic,Used,17990.0,156.0,2014
29269,Volkswagen,T5,Diesel,Manual,Used,20000.0,114.0,2014
34317,Audi,Q3,Gasoline,Automatic,Used,20480.0,211.0,2014
89000,Volkswagen,T5 Transporter,Diesel,Manual,Used,20780.0,114.0,2014
69800,Volkswagen,Sharan,Gasoline,Automatic,Used,20900.0,150.0,2014
92000,BMW,Z4,Gasoline,Manual,Used,26490.0,306.0,2014
41000,BMW,X5,Diesel,Automatic,Used,31900.0,258.0,2014
92000,Porsche,Macan,Diesel,Automatic,Used,37490.0,258.0,2014
58500,BMW,M4,Gasoline,Automatic,Used,44990.0,431.0,2014
117500,Mercedes-Benz,S 63 AMG,Gasoline,Automatic,Used,69850.0,585.0,2014
137800,Skoda,Fabia,Gasoline,Manual,Used,4590.0,69.0,2014
109800,Fiat,Punto,Gasoline,Manual,Used,5300.0,69.0,2014
108820,Opel,Corsa,Gasoline,Manual,Used,5990.0,86.0,2014
9700,Chevrolet,Spark,Gasoline,Manual,Used,5990.0,68.0,2014
99665,Ford,B-Max,Gasoline,Manual,Used,,101.0,2014
105400,Ford,Fiesta,Gasoline,Manual,Used,6850.0,101.0,2014
161800,Renault,Scenic,Diesel,Manual,Used,6888.0,110.0,2014
90500,Dacia,Duster,Gasoline,Manual,Used,8400.0,114.0,2015
80000,Renault,Scenic,Diesel,Automatic,Used,8500.0,110.0,2015
28100,SEAT,Ibiza,Gasoline,Manual,Used,8680.0,86.0,2015
76059,Kia,Rio,Gasoline,Manual,Used,8990.0,109.0,2015
62700,Ford,Focus,Gasoline,Automatic,Used,9980.0,125.0,2015
139874,BMW,116,Diesel,Manual,Used,9990.0,116.0,2015
47628,Nissan,Juke,Diesel,Manual,Used,10966.0,110.0,2015
56000,Ford,Transit Custom,Diesel,Manual,Used,11490.0,101.0,2015
63000,Renault,Kadjar,Diesel,Manual,Used,12750.0,131.0,2015
60000,Citroen,C4 Aircross,Diesel,Manual,Used,12999.0,114.0,2015
70095,Toyota,Auris,Electric/Gasoline,Automatic,Used,14777.0,136.0,2015
68952,Kia,Sportage,Diesel,Automatic,Used,15250.0,184.0,2015
44598,Mercedes-Benz,Vito,Diesel,Manual,Used,15500.0,136.0,2015
98439,Volkswagen,Tiguan,Diesel,Automatic,Used,15560.0,150.0,2015
133800,Mercedes-Benz,A 200,Diesel,Manual,Used,16250.0,136.0,2015
86000,Audi,A4,Diesel,Manual,Used,16875.0,150.0,2015
37891,Toyota,Avensis,Gasoline,Automatic,Used,16950.0,147.0,2015
68000,Volkswagen,Sharan,Diesel,Manual,Used,17990.0,140.0,2015
78000,Hyundai,Tucson,Diesel,Automatic,Used,18388.0,185.0,2015
68700,Audi,Q3,Diesel,Automatic,Used,18900.0,150.0,2015
71588,Volvo,V40,Gasoline,Manual,Used,14900.0,122.0,2016
87500,Kia,ProCeed / pro_cee'd,Gasoline,Manual,Used,15490.0,204.0,2016
11199,Ford,Focus,Gasoline,Manual,Used,15590.0,182.0,2016
103000,BMW,220,Gasoline,Automatic,Used,16290.0,192.0,2016
43400,Toyota,Auris,Gasoline,Automatic,Used,16390.0,136.0,2016
52050,Volkswagen,T6 Transporter,Diesel,Manual,Used,,102.0,2016
54895,Kia,Niro,Electric/Gasoline,Automatic,Used,16490.0,105.0,2016
95217,Audi,A4,Diesel,Manual,Used,16650.0,150.0,2016
60310,Volkswagen,Beetle,Diesel,Manual,Used,16690.0,110.0,2016
43200,Kia,Niro,Gasoline,Manual,Used,17390.0,141.0,2016
39914,Ford,Kuga,Diesel,Automatic,Used,17490.0,150.0,2016
71456,SEAT,Leon,Gasoline,Automatic,Used,17570.0,179.0,2016
38588,Ford,Kuga,Diesel,Manual,Used,17690.0,150.0,2016
96492,Ford,Galaxy,Gasoline,Manual,Used,17770.0,160.0,2016
51000,Ford,Kuga,Gasoline,Automatic,Used,17950.0,182.0,2016
50520,Volkswagen,Touran,Diesel,Manual,Used,17980.0,150.0,2016
40220,Mazda,CX-5,Gasoline,Manual,Used,18289.0,165.0,2016
75000,Mercedes-Benz,A 180,Diesel,Automatic,Used,18333.0,109.0,2016
90558,SEAT,Ateca,Diesel,Manual,Used,18690.0,150.0,2016
51671,Audi,Q2,Diesel,Manual,Used,18789.0,116.0,2016
70801,Volkswagen,Touran,Diesel,Automatic,Used,13990.0,116.0,2017
20948,Ford,Fiesta,Gasoline,Manual,Used,13990.0,125.0,2017
84929,SEAT,Leon,Gasoline,Manual,Used,14279.0,150.0,2017
64953,Hyundai,Tucson,Gasoline,Manual,Used,14279.0,132.0,2017
42500,Hyundai,Kona,Gasoline,Manual,Used,14445.0,120.0,2017
61578,SEAT,Leon,Gasoline,Manual,Used,14480.0,150.0,2017
76170,Kia,Soul,Gasoline,Automatic,Used,14489.0,204.0,2017
70497,Volkswagen,Golf,Gasoline,Manual,Used,14680.0,125.0,2017
42961,Renault,Grand Scenic,Gasoline,Manual,Used,14791.0,116.0,2017
49714,Opel,Mokka,Gasoline,Manual,Used,14850.0,140.0,2017
50797,Opel,Astra,Gasoline,Manual,Used,14980.0,150.0,2017
41300,Audi,A1,Gasoline,Manual,Used,14989.0,95.0,2017
154000,Volkswagen,Sharan,Diesel,Manual,Used,14990.0,150.0,2017
70441,Citroen,DS4,Diesel,Automatic,Used,14990.0,120.0,2017
54425,Kia,Ceed / cee'd,Diesel,Automatic,Used,15200.0,136.0,2017
77562,Volkswagen,Golf Sportsvan,Gasoline,Manual,Used,15430.0,125.0,2017
31260,Ford,Kuga,Gasoline,Manual,Used,15490.0,150.0,2017
53353,Opel,Astra,Gasoline,Automatic,Used,15650.0,200.0,2017
111857,Volkswagen,Passat Variant,Diesel,Manual,Used,15770.0,150.0,2017
91430,SEAT,Leon,Gasoline,Automatic,Used,15990.0,150.0,2017
50392,Renault,Kadjar,Gasoline,Manual,Used,15490.0,131.0,2018
25834,Volkswagen,Golf,Gasoline,Manual,Used,15690.0,125.0,2018
123124,Opel,Insignia,Diesel,Automatic,Used,15890.0,136.0,2018
21183,Opel,Crossland X,Gasoline,Manual,Used,15890.0,131.0,2018
35523,Ford,EcoSport,Gasoline,Manual,Used,15950.0,125.0,2018
30628,Ford,Kuga,Gasoline,Manual,Used,15950.0,120.0,2018
40088,Opel,Astra,Gasoline,Automatic,Used,15990.0,150.0,2018
87353,Kia,Niro,Electric/Gasoline,Automatic,Used,16479.0,141.0,2018
17674,Opel,Adam,Gasoline,Manual,Used,16550.0,150.0,2018
40265,Volvo,V40,Diesel,Automatic,Used,16750.0,150.0,2018
18560,Opel,Mokka X,Gasoline,Manual,Used,16950.0,140.0,2018
15000,Nissan,Qashqai,Gasoline,Manual,Used,16980.0,116.0,2018
46861,Opel,Astra,Gasoline,Manual,Used,16990.0,200.0,2018
67453,Opel,Astra,Gasoline,Automatic,Used,16990.0,150.0,2018
28074,Hyundai,Kona,Gasoline,Manual,Used,16990.0,120.0,2018
21311,Ford,Focus,Gasoline,Manual,Used,16990.0,125.0,2018
30678,Ford,Kuga,Gasoline,Manual,Used,17290.0,150.0,2018
25402,Volvo,V40,Gasoline,Manual,Used,17380.0,152.0,2018
23662,Hyundai,Tucson,Gasoline,Manual,Used,17450.0,132.0,2018
33884,Opel,Zafira,Gasoline,Manual,Used,17650.0,140.0,2018
17937,Dacia,Duster,Gasoline,Manual,Used,14990.0,131.0,2019
37972,Ford,EcoSport,Gasoline,Manual,Used,14990.0,101.0,2019
13835,Dacia,Duster,Gasoline,Manual,Used,14990.0,131.0,2019
60097,Ford,Fiesta,Gasoline,Automatic,Used,14990.0,101.0,2019
9854,Opel,Astra,Gasoline,Manual,Used,14990.0,125.0,2019
15236,Skoda,Fabia,Gasoline,Manual,Used,14998.0,110.0,2019
1512,Renault,ZOE,Electric,Automatic,Used,15400.0,69.0,2019
24588,Hyundai,i30,Gasoline,Manual,Used,15430.0,99.0,2019
19600,smart,forFour,Gasoline,Automatic,Used,15444.0,90.0,2019
13774,Ford,Fiesta,Gasoline,Manual,Used,15490.0,101.0,2019
39827,SEAT,Arona,Diesel,Manual,Used,15940.0,95.0,2019
4995,Opel,Astra,Gasoline,Manual,Used,15950.0,110.0,2019
24866,Opel,Mokka X,Gasoline,Manual,Used,15980.0,140.0,2019
19600,SEAT,Leon,Gasoline,Manual,Used,15980.0,131.0,2019
27680,Peugeot,308,Gasoline,Automatic,Used,15980.0,131.0,2019
43900,Ford,Fiesta,Gasoline,Automatic,Used,15990.0,101.0,2019
22467,Renault,Megane,Gasoline,Manual,Used,15990.0,140.0,2019
11500,SEAT,Ibiza,Gasoline,Manual,Used,16250.0,90.0,2019
31763,Ford,Focus,Gasoline,Automatic,Used,16350.0,125.0,2019
3334,Volkswagen,Golf,Gasoline,Manual,Used,16480.0,116.0,2019
5312,Opel,Corsa,Gasoline,Manual,Used,13950.0,101.0,2020
9512,Opel,Corsa,Gasoline,Manual,Used,13950.0,101.0,2020
7149,Opel,Corsa,Gasoline,Manual,Used,13950.0,101.0,2020
5055,Opel,Corsa,Gasoline,Manual,Used,13950.0,101.0,2020
2513,Toyota,Yaris,Gasoline,Manual,Used,13979.0,111.0,2020
10353,Renault,Twingo,Gasoline,Automatic,Used,13990.0,92.0,2020
1199,Fiat,500C,Gasoline,Manual,Used,13990.0,69.0,2020
16196,Renault,Clio,Gasoline,Manual,Used,14200.0,101.0,2020
13865,Renault,Clio,Gasoline,Manual,Used,14200.0,101.0,2020
19208,Opel,Corsa,Gasoline,Manual,Used,14280.0,101.0,2020
8265,Ford,Fiesta,Gasoline,Manual,Employee's car,14398.0,95.0,2020
8114,Opel,Corsa,Gasoline,Manual,Used,14490.0,75.0,2020
7645,Opel,Corsa,Gasoline,Manual,Used,14750.0,101.0,2020
10,Dacia,Duster,LPG,Manual,Pre-registered,14790.0,101.0,2020
8631,Ford,Fiesta,Gasoline,Manual,Employee's car,15350.0,95.0,2020
100,Dacia,Duster,Gasoline,Manual,Pre-registered,15380.0,131.0,2020
2901,Renault,ZOE,Electric,Automatic,Used,15400.0,69.0,2020
13821,Citroen,C3,Gasoline,Manual,Used,15490.0,110.0,2020
14600,Dacia,Lodgy,Gasoline,Manual,Demonstration,15679.0,131.0,2020
14471,Ford,Fiesta,Gasoline,Manual,Used,15699.0,125.0,2020
47250,Toyota,Yaris,Gasoline,Manual,Used,6460.0,69.0,2012
104000,Hyundai,Veloster,Gasoline,Manual,Used,6999.0,140.0,2012
120000,Renault,Grand Scenic,Diesel,Manual,Used,6999.0,131.0,2012
66600,Volkswagen,Golf,Gasoline,Manual,Used,,80.0,2012
110000,BMW,116,Gasoline,Manual,Used,7790.0,136.0,2012
46000,Nissan,Micra,Gasoline,Automatic,Used,7800.0,98.0,2012
56000,Opel,Corsa,Gasoline,Manual,Used,7850.0,150.0,2012
46487,Mercedes-Benz,A 160,Gasoline,Manual,Used,7945.0,95.0,2012
122500,Dacia,Duster,LPG,Manual,Used,7950.0,105.0,2012
93773,Hyundai,i30,Gasoline,Manual,Used,8195.0,99.0,2012
156000,Ford,Transit,Diesel,Manual,Used,8450.0,86.0,2012
110000,Hyundai,Veloster,Gasoline,Manual,Used,8500.0,140.0,2012
143876,Volkswagen,Golf,Diesel,Manual,Used,8690.0,105.0,2012
35000,Hyundai,iX20,Gasoline,Automatic,Used,9200.0,125.0,2012
86417,Opel,Zafira,Diesel,Manual,Used,9350.0,165.0,2012
65500,Toyota,Auris,Gasoline,Manual,Used,9999.0,132.0,2012
35800,Hyundai,iX35,Gasoline,Manual,Used,10950.0,135.0,2012
219650,BMW,520,Diesel,Automatic,Used,10995.0,184.0,2012
99999,Mercedes-Benz,C 180,Gasoline,Manual,Used,11500.0,156.0,2012
67000,smart,forTwo,Gasoline,Automatic,Used,4999.0,71.0,2013
57263,Nissan,Micra,Gasoline,Manual,Used,5399.0,80.0,2013
85000,Suzuki,Swift,Gasoline,Manual,Used,5499.0,94.0,2013
121000,Opel,Corsa,Gasoline,Manual,Used,5990.0,101.0,2013
66664,SEAT,Ibiza,Gasoline,Manual,Used,6800.0,86.0,2013
308000,Skoda,Octavia,Diesel,Automatic,Used,6900.0,150.0,2013
77000,Citroen,DS3,Gasoline,Manual,Used,6999.0,120.0,2013
170236,SEAT,Altea XL,Gasoline,Manual,Used,7100.0,125.0,2013
63000,Opel,Adam,Gasoline,Manual,Used,7290.0,87.0,2013
61000,Opel,Adam,Gasoline,Manual,Used,7500.0,87.0,2013
81000,Opel,Meriva,Gasoline,Manual,Used,7500.0,140.0,2013
71900,Volkswagen,Polo,Gasoline,Manual,Used,7950.0,90.0,2013
145200,Volkswagen,Golf,Gasoline,Manual,Used,7999.0,86.0,2013
87879,Skoda,Octavia,Diesel,Manual,Used,8595.0,140.0,2013
19500,Hyundai,iX20,Gasoline,Manual,Used,8650.0,90.0,2013
99331,Opel,Insignia,Diesel,Manual,Used,9600.0,160.0,2013
105500,Nissan,Juke,Gasoline,Automatic,Used,9998.0,190.0,2013
59500,Volkswagen,Golf,Gasoline,Automatic,Used,11666.0,122.0,2013
139700,Audi,Q5,Diesel,Automatic,Used,22730.0,245.0,2014
159500,Audi,Q5,Diesel,Automatic,Used,23950.0,258.0,2014
92000,BMW,Z4,Gasoline,Manual,Used,,306.0,2014
96300,Mercedes-Benz,ML 350,Diesel,Automatic,Used,30999.0,258.0,2014
177000,Mercedes-Benz,GL 350,Diesel,Automatic,Used,33600.0,310.0,2014
92000,Porsche,Macan,Diesel,Automatic,Used,37490.0,258.0,2014
75000,Jaguar,XK,Gasoline,Automatic,Used,,385.0,2014
137800,Skoda,Fabia,Gasoline,Manual,Used,4590.0,69.0,2014
146000,Citroen,C3,Diesel,Manual,Used,4750.0,68.0,2014
257809,Peugeot,Partner,Diesel,Manual,Used,4790.0,92.0,2014
61900,Renault,Twingo,Gasoline,Manual,Used,4900.0,75.0,2014
98000,Hyundai,i10,Gasoline,Manual,Used,5995.0,87.0,2014
68800,Opel,Adam,Gasoline,Manual,Used,6390.0,69.0,2014
105400,Ford,Fiesta,Gasoline,Manual,Used,6850.0,101.0,2014
117521,Opel,Adam,Gasoline,Manual,Used,6950.0,101.0,2014
77900,Renault,Kangoo,Diesel,Manual,Used,6950.0,75.0,2014
105000,Ford,Focus,Gasoline,Manual,Used,7300.0,125.0,2014
73042,SEAT,Ibiza,Gasoline,Manual,Used,7800.0,105.0,2014
150000,MINI,Cooper,Diesel,Manual,Used,8490.0,111.0,2014
63500,SEAT,Leon,Gasoline,Manual,Used,8740.0,86.0,2014
116000,Skoda,Fabia,Gasoline,Manual,Used,8100.0,110.0,2015
28100,SEAT,Ibiza,Gasoline,Manual,Used,8680.0,86.0,2015
76059,Kia,Rio,Gasoline,Manual,Used,8990.0,109.0,2015
55000,Opel,Meriva,Gasoline,Manual,Used,9490.0,140.0,2015
142000,Volkswagen,Touran,Diesel,Manual,Used,9920.0,105.0,2015
56000,Volkswagen,Golf,Gasoline,Manual,Used,10880.0,86.0,2015
56250,Toyota,Verso,Diesel,Manual,Used,11150.0,111.0,2015
56000,Ford,Transit Custom,Diesel,Manual,Used,11490.0,101.0,2015
151000,Volkswagen,Passat Variant,Diesel,Automatic,Used,11700.0,150.0,2015
91461,Nissan,Qashqai,Gasoline,Manual,Used,12490.0,116.0,2015
61753,Volkswagen,Golf Sportsvan,Gasoline,Manual,Used,12950.0,125.0,2015
140000,Nissan,X-Trail,Gasoline,Manual,Used,13850.0,163.0,2015
62539,BMW,218,Diesel,Automatic,Used,14790.0,150.0,2015
50000,Volkswagen,Tiguan,Gasoline,Manual,Used,15980.0,125.0,2015
11601,Nissan,E-NV200,Electric,Automatic,Used,17490.0,109.0,2015
30000,Audi,A3,Diesel,Automatic,Used,17500.0,150.0,2015
136000,Mercedes-Benz,C 220,Diesel,Automatic,Used,17800.0,170.0,2015
104500,Audi,A3,Diesel,Automatic,Used,18000.0,184.0,2015
131990,Audi,A5,Diesel,Automatic,Used,18990.0,190.0,2015
98000,Land,Rover Range Rover Evoque,Diesel,Automatic,Used,20000.0,150.0,2015
75000,Mercedes-Benz,A 180,Diesel,Automatic,Used,18333.0,109.0,2016
121484,Ford,Galaxy,Diesel,Automatic,Used,18980.0,209.0,2016
61100,Renault,Talisman,Diesel,Automatic,Used,18990.0,160.0,2016
62709,Mazda,CX-5,Diesel,Manual,Used,18990.0,175.0,2016
88452,Volvo,S60 Cross Country,Diesel,Automatic,Used,19480.0,190.0,2016
76091,Volkswagen,Tiguan,Diesel,Automatic,Used,19899.0,150.0,2016
33347,Skoda,Yeti,Gasoline,Automatic,Used,19950.0,150.0,2016
57890,Audi,A3,Electric/Gasoline,Automatic,Used,19980.0,150.0,2016
38568,Ford,Kuga,Diesel,Automatic,Used,19990.0,179.0,2016
41465,Volkswagen,Golf,Gasoline,Manual,Used,,230.0,2016
48000,SEAT,Ateca,Diesel,Automatic,Used,21980.0,190.0,2016
50150,Audi,Q5,Diesel,Manual,Used,22480.0,150.0,2016
81700,Volkswagen,Tiguan,Diesel,Manual,Used,22861.0,150.0,2016
42000,Mercedes-Benz,C 220,Diesel,Automatic,Used,22888.0,170.0,2016
85000,Volkswagen,Tiguan,Gasoline,Automatic,Used,23800.0,260.0,2016
80913,Audi,A4,Diesel,Automatic,Used,23970.0,218.0,2016
68206,Volvo,V90,Diesel,Automatic,Used,28960.0,235.0,2016
69127,Volkswagen,Touareg,Diesel,Automatic,Used,30480.0,262.0,2016
161600,BMW,730,Diesel,Automatic,Used,31989.0,265.0,2016
82703,Mercedes-Benz,E 220,Diesel,Automatic,Used,32990.0,194.0,2016
54074,Toyota,Auris,Electric/Gasoline,Automatic,Used,15450.0,136.0,2017
45205,Opel,Zafira,Gasoline,Manual,Used,15475.0,140.0,2017
46177,Opel,Insignia,Gasoline,Manual,Used,15480.0,140.0,2017
31260,Ford,Kuga,Gasoline,Manual,Used,15490.0,150.0,2017
53353,Opel,Astra,Gasoline,Automatic,Used,15650.0,200.0,2017
104729,Opel,Insignia,Diesel,Manual,Used,15980.0,170.0,2017
49700,Renault,Scenic,Diesel,Manual,Used,15990.0,131.0,2017
48200,Volkswagen,Golf,Gasoline,Automatic,Used,16386.0,125.0,2017
101280,Volkswagen,Touran,Diesel,Automatic,Used,16420.0,116.0,2017
107964,Volkswagen,Passat Variant,Diesel,Manual,Used,16490.0,190.0,2017
141482,Mercedes-Benz,A 200,Diesel,Automatic,Used,16490.0,136.0,2017
26635,Volkswagen,Golf Sportsvan,Gasoline,Automatic,Used,,110.0,2017
46787,Audi,A1,Gasoline,Manual,Used,16850.0,125.0,2017
79434,Audi,A3,Diesel,Manual,Used,16950.0,150.0,2017
92143,Opel,Insignia,Diesel,Automatic,Used,16950.0,170.0,2017
20753,Ford,Focus,Gasoline,Automatic,Used,16990.0,150.0,2017
76000,Hyundai,Tucson,Gasoline,Manual,Used,17190.0,177.0,2017
53304,Audi,A3,Diesel,Manual,Used,17250.0,116.0,2017
21074,Audi,A3,Electric/Gasoline,Automatic,Used,17440.0,204.0,2017
33804,Audi,A3,Gasoline,Manual,Used,17690.0,116.0,2018
28790,Volvo,V40,Diesel,Automatic,Used,17880.0,150.0,2018
25889,Audi,A1,Gasoline,Automatic,Used,17950.0,95.0,2018
46848,Hyundai,Tucson,Gasoline,Manual,Used,17980.0,132.0,2018
28291,MINI,One,Gasoline,Manual,Used,17990.0,102.0,2018
22990,Opel,Astra,Gasoline,Automatic,Used,18290.0,150.0,2018
52388,SEAT,Arona,Gasoline,Automatic,Used,18450.0,116.0,2018
19096,BMW,120,Gasoline,Manual,Used,18680.0,184.0,2018
13510,Audi,A1,Gasoline,Automatic,Used,18928.0,95.0,2018
76342,Audi,A4,Diesel,Automatic,Used,18970.0,150.0,2018
80032,Opel,Insignia,Diesel,Automatic,Used,18980.0,170.0,2018
33500,Opel,Mokka X,Gasoline,Automatic,Used,,152.0,2018
13453,Opel,Astra,Gasoline,Automatic,Used,18980.0,150.0,2018
68040,Audi,A3,Gasoline,Manual,Used,19330.0,150.0,2018
71867,Volkswagen,Golf,Diesel,Manual,Used,19440.0,184.0,2018
46833,Ford,Kuga,Gasoline,Manual,Used,19490.0,150.0,2018
41228,Opel,Grandland X,Gasoline,Automatic,Used,19650.0,131.0,2018
39500,SEAT,Leon,Gasoline,Automatic,Used,19690.0,179.0,2018
33060,Ford,Kuga,Gasoline,Manual,Used,19990.0,150.0,2018
61455,Ford,Kuga,Gasoline,Manual,Used,19990.0,150.0,2018
2400,Hyundai,Tucson,Gasoline,Manual,Used,20490.0,177.0,2019
16750,Renault,Scenic,Gasoline,Manual,Used,20854.0,159.0,2019
24556,Volkswagen,Passat Variant,Diesel,Automatic,Used,20880.0,120.0,2019
14113,Volkswagen,Golf Sportsvan,Gasoline,Automatic,Used,20975.0,116.0,2019
100,Opel,Mokka X,Gasoline,Manual,Used,20990.0,140.0,2019
22761,Kia,Niro,Gasoline,Automatic,Used,20990.0,141.0,2019
113,Hyundai,Tucson,Gasoline,Manual,Demonstration,20990.0,132.0,2019
