Id_customer,response_code,cell_package_sk
4239,1,118512
18053,1,118512
19730,1,118512
3597,1,118512
19440,1,118512
3815,1,118512
18251,1,118512
2739,1,118512
2404,1,118512
4918,1,118512
6818,1,118512
17690,1,118512
12315,1,118512
15707,1,118512
16687,1,118512
14841,1,118512
15034,1,118512
16217,1,118512
15386,1,118512
19143,1,118512
8958,1,118512
2818,1,118512
6289,1,118512
9972,1,118512
8450,1,118512
10858,1,118512
13839,1,118512
1896,1,118512
7256,1,118512
19027,1,118512
9578,1,118512
15709,1,118512
19938,1,118512
14111,1,118512
2388,1,118512
11170,1,118512
1139,1,118512
10723,1,118512
18061,1,118512
691,1,118512
12387,1,118512
2413,1,118512
17503,1,118512
5888,1,118512
1337,1,118512
4849,1,118512
10408,1,118512
4467,1,118512
1520,1,118512
17589,1,118512
15647,1,118512
9045,1,118512
16343,1,118512
16744,1,118512
16598,1,118512
11746,1,118512
5122,1,118512
18411,1,118512
18605,1,118512
17758,1,118512
17623,1,118512
9289,1,118512
17237,1,118512
16614,1,118512
12814,1,118512
18878,1,118512
15205,1,118512
16021,1,118512
13846,1,118512
19774,1,118512
14582,1,118512
15656,1,118512
19397,1,118512
4936,1,118512
13211,1,118512
10228,1,118512
6985,1,118512
12663,1,118512
7708,1,118512
13639,1,118512
2938,1,118512
3331,1,118512
3537,1,118512
80,1,118512
12746,1,118512
5092,1,118512
2888,1,118512
18074,1,118512
8302,1,118512
18519,1,118512
15149,1,118512
3843,1,118512
13564,1,118512
19018,1,118512
6827,1,118512
7399,1,118512
18793,1,118512
5755,1,118512
5885,1,118512
1076,1,118512
4729,1,118512
198,1,118512
3182,1,118512
13043,1,118512
19091,1,118512
12497,1,118512
6712,1,118512
93,1,118512
10392,1,118512
19728,1,118512
7315,1,118512
12709,1,118512
5472,1,118512
11741,1,118512
3449,1,118512
10752,1,118512
9454,1,118512
16796,1,118512
9661,1,118512
3318,1,118512
2375,1,118512
15259,1,118512
14852,1,118512
15902,1,118512
13017,1,118512
11368,1,118512
8843,1,118512
11829,1,118512
11280,1,118512
13096,1,118512
8860,1,118512
4959,1,118512
571,1,118512
13068,1,118512
5944,1,118512
14399,1,118512
10261,1,118512
15351,1,118512
2709,1,118512
10693,1,118512
8784,1,118512
12062,1,118512
16818,1,118512
11037,1,118512
9729,1,118512
9611,1,118512
2843,1,118512
3480,1,118512
13264,1,118512
1162,1,118512
19878,1,118512
3420,1,118512
15221,1,118512
597,1,118512
11870,1,118512
8222,1,118512
3345,1,118512
43,1,118512
15990,1,118512
17286,1,118512
8065,1,118512
1921,1,118512
10295,1,118512
13407,1,118512
3484,1,118512
19028,1,118512
16148,1,118512
13035,1,118512
1757,1,118512
3072,1,118512
7560,1,118512
3859,1,118512
10193,1,118512
2126,1,118512
5960,1,118512
4491,1,118512
4054,1,118512
15250,1,118512
9772,1,118512
16533,1,118512
11925,1,118512
13522,1,118512
3472,1,118512
15090,1,118512
3622,1,118512
9087,1,118512
9499,1,118512
7907,1,118512
6189,1,118512
6161,1,118512
8151,1,118512
2493,1,118512
14256,1,118512
4907,1,118512
6328,1,118512
9518,1,118512
14219,1,118512
19746,1,118512
13978,1,118512
18767,1,118512
533,1,118512
12925,1,118512
18049,1,118512
16503,1,118512
12797,1,118512
9462,1,118512
18990,1,118512
9452,1,118512
1918,1,118512
6922,1,118512
15177,1,118512
15958,1,118512
11521,1,118512
6871,1,118512
5176,1,118512
19325,1,118512
10890,1,118512
2606,1,118512
14907,1,118512
6945,1,118512
8842,1,118512
2129,1,118512
32,1,118512
19426,1,118512
15304,1,118512
13929,1,118512
15930,1,118512
16725,1,118512
7062,1,118512
1147,1,118512
5642,1,118512
18159,1,118512
7953,1,118512
15227,1,118512
19159,1,118512
7699,1,118512
19339,1,118512
17416,1,118512
18592,1,118512
9283,1,118512
7060,1,118512
4424,1,118512
7828,1,118512
13878,1,118512
12102,1,118512
1597,1,118512
484,1,118512
3710,1,118512
5581,1,118512
5766,1,118512
12270,1,118512
5279,1,118512
4661,1,118512
9619,1,118512
4420,1,118512
19581,1,118512
12687,1,118512
644,1,118512
16737,1,118512
16208,1,118512
9051,1,118512
3462,1,118512
5103,1,118512
19570,1,118512
7397,1,118512
4715,1,118512
2268,1,118512
9715,1,118512
10474,1,118512
2989,1,118512
16953,1,118512
16337,1,118512
6404,1,118512
11333,1,118512
18236,1,118512
17324,1,118512
13248,1,118512
18490,1,118512
16229,1,118512
3214,1,118512
12280,1,118512
17638,1,118512
604,1,118512
4515,1,118512
12462,1,118512
17174,1,118512
3954,1,118512
11774,1,118512
6539,1,118512
13512,1,118512
9754,1,118512
4590,1,118512
13009,1,118512
13975,1,118512
4644,1,118512
11381,1,118512
9017,1,118512
13742,1,118512
2680,1,118512
2053,1,118512
12132,1,118512
11552,1,118512
11576,1,118512
12954,1,118512
15490,1,118512
2017,1,118512
7143,1,118512
11331,1,118512
2395,1,118512
11081,1,118512
3726,1,118512
13254,1,118512
8315,1,118512
17601,1,118512
15020,1,118512
7344,1,118512
5596,1,118512
949,1,118512
14195,1,118512
9844,1,118512
2841,1,118512
1650,1,118512
19846,1,118512
8282,1,118512
9926,1,118512
4423,1,118512
18998,1,118512
6121,1,118512
12987,1,118512
13647,1,118512
6159,1,118512
8498,1,118512
927,1,118512
19285,1,118512
3601,1,118512
13126,1,118512
19692,1,118512
7245,1,118512
3115,1,118512
11255,1,118512
12678,1,118512
18275,1,118512
2959,1,118512
3174,1,118512
1783,1,118512
19681,1,118512
1698,1,118512
5269,1,118512
15845,1,118512
5382,1,118512
11227,1,118512
10767,1,118512
10796,1,118512
5452,1,118512
6529,1,118512
16263,1,118512
7456,1,118512
19184,1,118512
17181,1,118512
3725,1,118512
16147,1,118512
3320,1,118512
17427,1,118512
13696,1,118512
16625,1,118512
2271,1,118512
7675,1,118512
8677,1,118512
919,1,118512
6281,1,118512
10448,1,118512
11962,1,118512
11220,1,118512
1640,1,118512
14889,1,118512
7074,1,118512
5727,1,118512
9327,1,118512
9647,1,118512
190,1,118512
18339,1,118512
4798,1,118512
17137,1,118512
2861,1,118512
8848,1,118512
8581,1,118512
3625,1,118512
15881,1,118512
11555,1,118512
19709,1,118512
6500,1,118512
13910,1,118512
6909,1,118512
16959,1,118512
13149,1,118512
8877,1,118512
5494,1,118512
9207,1,118512
6806,1,118512
1624,1,118512
609,1,118512
16059,1,118512
9027,1,118512
7002,1,118512
2901,1,118512
11883,1,118512
3029,1,118512
12733,1,118512
2156,1,118512
6241,1,118512
1020,1,118512
4876,1,118512
19118,1,118512
12187,1,118512
18883,1,118512
6420,1,118512
9385,1,118512
1639,1,118512
14660,1,118512
17068,1,118512
13562,1,118512
11840,1,118512
18086,1,118512
19494,1,118512
15806,1,118512
12375,1,118512
11336,1,118512
13402,1,118512
1083,1,118512
14923,1,118512
19493,1,118512
4992,1,118512
10176,1,118512
3660,1,118512
13232,1,118512
15373,1,118512
19311,1,118512
18821,1,118512
16204,1,118512
13298,1,118512
6824,1,118512
7427,1,118512
5568,1,118512
8496,1,118512
7543,1,118512
15780,1,118512
2855,1,118512
5193,1,118512
4534,1,118512
12720,1,118512
18828,1,118512
19664,1,118512
6765,1,118512
2448,1,118512
3562,1,118512
330,1,118512
2741,1,118512
6405,1,118512
3688,1,118512
15223,1,118512
7106,1,118512
6332,1,118512
17631,1,118512
17918,1,118512
11639,1,118512
17963,1,118512
11111,1,118512
16417,1,118512
18166,1,118512
3917,1,118512
15536,1,118512
170,1,118512
10251,1,118512
15188,1,118512
12158,1,118512
7310,1,118512
10097,1,118512
12928,1,118512
16326,1,118512
11479,1,118512
4866,1,118512
4717,1,118512
4611,1,118512
15409,1,118512
9305,1,118512
13261,1,118512
8390,1,118512
10809,1,118512
13226,1,118512
4376,1,118512
17082,1,118512
18250,1,118512
18386,1,118512
11106,1,118512
9623,1,118512
4158,1,118512
2636,1,118512
12471,1,118512
10819,1,118512
16570,1,118512
1440,1,118512
14911,1,118512
9233,1,118512
16633,1,118512
19533,1,118512
9075,1,118512
12080,1,118512
4609,1,118512
18684,1,118512
7847,1,118512
17782,1,118512
2797,1,118512
9530,1,118512
17654,1,118512
1737,1,118512
9432,1,118512
13016,1,118512
9450,1,118512
19753,1,118512
10638,1,118512
17716,1,118512
12977,1,118512
16133,1,118512
16519,1,118512
15231,1,118512
1334,1,118512
3675,1,118512
907,1,118512
13309,1,118512
4881,1,118512
6301,1,118512
6004,1,118512
18643,1,118512
8506,1,118512
14379,1,118512
16593,1,118512
4308,1,118512
17494,1,118512
14286,1,118512
4511,1,118512
19392,1,118512
6903,1,118512
14628,1,118512
6796,1,118512
7301,1,118512
13559,1,118512
11608,1,118512
11476,1,118512
3651,1,118512
11876,1,118512
19090,1,118512
606,1,118512
16739,1,118512
1131,1,118512
11313,1,118512
653,1,118512
16074,1,118512
3674,1,118512
15439,1,118512
4307,1,118512
16065,1,118512
8212,1,118512
15094,1,118512
17096,1,118512
6049,1,118512
15672,1,118512
11817,1,118512
9066,1,118512
7593,1,118512
18814,1,118512
6227,1,118512
11339,1,118512
1930,1,118512
2217,1,118512
2451,1,118512
12917,1,118512
3141,1,118512
4004,1,118512
16909,1,118512
551,1,118512
16574,1,118512
8873,1,118512
10602,1,118512
9888,1,118512
12673,1,118512
5408,1,118512
5156,1,118512
10416,1,118512
9736,1,118512
7272,1,118512
6079,1,118512
16236,1,118512
18911,1,118512
9479,1,118512
4261,1,118512
6604,1,118512
2238,1,118512
7015,1,118512
3204,1,118512
17725,1,118512
13268,1,118512
17788,1,118512
18556,1,118512
5133,1,118512
6952,1,118512
1116,1,118512
19425,1,118512
6421,1,118512
7799,1,118512
11156,1,118512
18267,1,118512
7605,1,118512
5900,1,118512
2568,1,118512
5306,1,118512
9543,1,118512
14981,1,118512
5117,1,118512
10966,1,118512
1149,1,118512
8453,1,118512
7713,1,118512
17424,1,118512
1881,1,118512
7757,1,118512
5127,1,118512
9795,1,118512
7379,1,118512
17534,1,118512
3539,1,118512
7680,1,118512
6944,1,118512
7656,1,118512
6805,1,118512
19940,1,118512
4396,1,118512
18809,1,118512
15934,1,118512
7801,1,118512
13470,1,118512
17040,1,118512
19691,1,118512
17576,1,118512
11441,1,118512
17149,1,118512
5730,1,118512
4683,1,118512
6122,1,118512
407,1,118512
1997,1,118512
5170,1,118512
19235,1,118512
14073,1,118512
9652,1,118512
18715,1,118512
10173,1,118512
4315,1,118512
14842,1,118512
15733,1,118512
12897,1,118512
1822,1,118512
14070,1,118512
3397,1,118512
19779,1,118512
11929,1,118512
14064,1,118512
18886,1,118512
501,1,118512
19388,1,118512
865,1,118512
2789,1,118512
1410,1,118512
17752,1,118512
13637,1,118512
12581,1,118512
12007,1,118512
18792,1,118512
11218,1,118512
15105,1,118512
19423,1,118512
4662,1,118512
2398,1,118512
14151,1,118512
2242,1,118512
511,1,118512
12384,1,118512
12370,1,118512
18184,1,118512
10129,1,118512
14034,1,118512
265,1,118512
17939,1,118512
5370,1,118512
1263,1,118512
7661,1,118512
14761,1,118512
7904,1,118512
19954,1,118512
10888,1,118512
17447,1,118512
4802,1,118512
5860,1,118512
18771,1,118512
4182,1,118512
17909,1,118512
13585,1,118512
8836,1,118512
9573,1,118512
18357,1,118512
10134,1,118512
13825,1,118512
12731,1,118512
13555,1,118512
13671,1,118512
14488,1,118512
6873,1,118512
12356,1,118512
1284,1,118512
16498,1,118512
10450,1,118512
9163,1,118512
2113,1,118512
19968,1,118512
16622,1,118512
8945,1,118512
17423,1,118512
6803,1,118512
2755,1,118512
15563,1,118512
4684,1,118512
3771,1,118512
18178,1,118512
1584,1,118512
18069,1,118512
15777,1,118512
231,1,118512
13090,1,118512
14801,1,118512
12291,1,118512
471,1,118512
3205,1,118512
16952,1,118512
320,1,118512
5000,1,118512
1689,1,118512
15840,1,118512
9775,1,118512
14920,1,118512
6028,1,118512
17116,1,118512
12541,1,118512
1576,1,118512
17198,1,118512
18765,1,118512
5733,1,118512
4916,1,118512
18351,1,118512
17406,1,118512
4352,1,118512
18735,1,118512
7140,1,118512
15392,1,118512
4597,1,118512
2985,1,118512
17197,1,118512
10799,1,118512
7170,1,118512
62,1,118512
19479,1,118512
10998,1,118512
7434,1,118512
18707,1,118512
7244,1,118512
17744,1,118512
12522,1,118512
18031,1,118512
14176,1,118512
3430,1,118512
11404,1,118512
12184,1,118512
13297,1,118512
10376,1,118512
15548,1,118512
5293,1,118512
2222,1,118512
19258,1,118512
12640,1,118512
5388,1,118512
12215,1,118512
16477,1,118512
15894,1,118512
18201,1,118512
16431,1,118512
4045,1,118512
16388,1,118512
6228,1,118512
19344,1,118512
11652,1,118512
6933,1,118512
1637,1,118512
16132,1,118512
13535,1,118512
11359,1,118512
1565,1,118512
13336,1,118512
6178,1,118512
507,1,118512
14455,1,118512
5143,1,118512
12331,1,118512
4695,1,118512
13930,1,118512
6756,1,118512
13500,1,118512
18908,1,118512
9428,1,118512
12580,1,118512
8923,1,118512
3110,1,118512
4697,1,118512
534,1,118512
1873,1,118512
7261,1,118512
11623,1,118512
7621,1,118512
5928,1,118512
18268,1,118512
4443,1,118512
14374,1,118512
5671,1,118512
19736,1,118512
14950,1,118512
2610,1,118512
6557,1,118512
7370,1,118512
15069,1,118512
18199,1,118512
12813,1,118512
15478,1,118512
13139,1,118512
3364,1,118512
13045,1,118512
17108,1,118512
4569,1,118512
269,1,118512
11243,1,118512
8292,1,118512
11247,1,118512
14354,1,118512
9396,1,118512
14486,1,118512
16892,1,118512
713,1,118512
18325,1,118512
9028,1,118512
130,1,118512
11470,1,118512
17284,1,118512
11185,1,118512
760,1,118512
15582,1,118512
18334,1,118512
843,1,118512
6334,1,118512
17234,1,118512
5130,1,118512
12430,1,118512
18186,1,118512
5165,1,118512
5797,1,118512
11787,1,118512
17983,1,118512
19444,1,118512
16347,1,118512
493,1,118512
15572,1,118512
3738,1,118512
1181,1,118512
15039,1,118512
1426,1,118512
3785,1,118512
16942,1,118512
16713,1,118512
13947,1,118512
2178,1,118512
15623,1,118512
16107,1,118512
12366,1,118512
83,1,118512
5428,1,118512
15326,1,118512
11264,1,118512
4134,1,118512
11747,1,118512
15736,1,118512
5468,1,118512
11873,1,118512
8236,1,118512
10388,1,118512
10116,1,118512
10911,1,118512
11120,1,118512
2894,1,118512
728,1,118512
6312,1,118512
3084,1,118512
140,1,118512
15503,1,118512
8739,1,118512
14973,1,118512
369,1,118512
3168,1,118512
2529,1,118512
10024,1,118512
19026,1,118512
6912,1,118512
7161,1,118512
11559,1,118512
19081,1,118512
7601,1,118512
2396,1,118512
2802,1,118512
9962,1,118512
19263,1,118512
19132,1,118512
3460,1,118512
14492,1,118512
18363,1,118512
16566,1,118512
11646,1,118512
18041,1,118512
9190,1,118512
17617,1,118512
7625,1,118512
8504,1,118512
9794,1,118512
1636,1,118512
11155,1,118512
14901,1,118512
3065,1,118512
19102,1,118512
16947,1,118512
18315,1,118512
13866,1,118512
16452,1,118512
143,1,118512
6671,1,118512
14938,1,118512
2059,1,118512
19858,1,118512
2426,1,118512
16540,1,118512
10690,1,118512
5297,1,118512
15498,1,118512
16183,1,118512
9656,1,118512
14562,1,118512
16464,1,118512
13276,1,118512
11539,1,118512
1539,1,118512
15064,1,118512
1920,1,118512
85,1,118512
7912,1,118512
6703,1,118512
5931,1,118512
18756,1,118512
14940,1,118512
11560,1,118512
12463,1,118512
7745,1,118512
14906,1,118512
6926,1,118512
15965,1,118512
17700,1,118512
15522,1,118512
18784,1,118512
6139,1,118512
12057,1,118512
18436,1,118512
18693,1,118512
17796,1,118512
11376,1,118512
9980,1,118512
6471,1,118512
12806,1,118512
1859,1,118512
13873,1,118512
12779,1,118512
2056,1,118512
12034,1,118512
13156,1,118512
7850,1,118512
5064,1,118512
11316,1,118512
10792,1,118512
3408,1,118512
15237,1,118512
8745,1,118512
17737,1,118512
15402,1,118512
10467,1,118512
6693,1,118512
2415,1,118512
16825,1,118512
15442,1,118512
10233,1,118512
9621,1,118512
6273,1,118512
9402,1,118512
14057,1,118512
5245,1,118512
17608,1,118512
14785,1,118512
13785,1,118512
6838,1,118512
4169,1,118512
7241,1,118512
6118,1,118512
2854,1,118512
3661,1,118512
5050,1,118512
19152,1,118512
8477,1,118512
14936,1,118512
13523,1,118512
14345,1,118512
458,1,118512
6469,1,118512
5473,1,118512
6891,1,118512
7360,1,118512
11234,1,118512
5853,1,118512
19204,1,118512
7316,1,118512
19962,1,118512
13651,1,118512
5742,1,118512
18823,1,118512
19775,1,118512
15282,1,118512
11949,1,118512
2313,1,118512
16289,1,118512
12527,1,118512
4544,1,118512
18502,1,118512
12551,1,118512
18319,1,118512
5137,1,118512
19818,1,118512
5334,1,118512
19915,1,118512
7905,1,118512
10311,1,118512
12578,1,118512
11966,1,118512
8500,1,118512
3316,1,118512
3923,1,118512
1281,1,118512
13432,1,118512
7306,1,118512
15560,1,118512
1288,1,118512
13155,1,118512
3151,1,118512
10185,1,118512
6687,1,118512
16700,1,118512
19088,1,118512
17034,1,118512
2996,1,118512
1870,1,118512
8609,1,118512
12096,1,118512
4890,1,118512
9416,1,118512
6812,1,118512
19618,1,118512
8975,1,118512
15054,1,118512
15782,1,118512
10675,1,118512
1137,1,118512
11289,1,118512
10805,1,118512
18056,1,118512
7578,1,118512
411,1,118512
18871,1,118512
14314,1,118512
5770,1,118512
6171,1,118512
8558,1,118512
5312,1,118512
9822,1,118512
13489,1,118512
5549,1,118512
4714,1,118512
16138,1,118512
15015,1,118512
15841,1,118512
5040,1,118512
7490,1,118512
13192,1,118512
17125,1,118512
1769,1,118512
17614,1,118512
12358,1,118512
8852,1,118512
9691,1,118512
14591,1,118512
12111,1,118512
1908,1,118512
1709,1,118512
10196,1,118512
854,1,118512
2116,1,118512
3183,1,118512
13199,1,118512
10478,1,118512
14299,1,118512
4244,1,118512
13964,1,118512
9567,1,118512
17704,1,118512
19155,1,118512
1730,1,118512
17709,1,118512
11429,1,118512
18992,1,118512
17481,1,118512
95,1,118512
13170,1,118512
9919,1,118512
16792,1,118512
8089,1,118512
870,1,118512
15005,1,118512
16272,1,118512
14656,1,118512
319,1,118512
17280,1,118512
11901,1,118512
8350,1,118512
9426,1,118512
17414,1,118512
8819,1,118512
17501,1,118512
11238,1,118512
11535,1,118512
688,1,118512
7716,1,118512
10026,1,118512
3382,1,118512
3159,1,118512
17817,1,118512
8993,1,118512
6520,1,118512
9019,1,118512
14435,1,118512
7302,1,118512
15759,1,118512
8327,1,118512
12385,1,118512
8281,1,118512
5882,1,118512
6484,1,118512
3847,1,118512
1161,1,118512
7050,1,118512
14432,1,118512
12507,1,118512
9137,1,118512
7438,1,118512
18589,1,118512
17480,1,118512
6497,1,118512
4822,1,118512
18017,1,118512
17757,1,118512
15079,1,118512
11204,1,118512
5274,1,118512
16734,1,118512
14389,1,118512
7398,1,118512
1183,1,118512
3842,1,118512
13707,1,118512
5787,1,118512
5957,1,118512
17413,1,118512
14096,1,118512
4037,1,118512
1618,1,118512
2483,1,118512
1429,1,118512
16240,1,118512
5517,1,118512
12243,1,118512
12230,1,118512
2705,1,118512
1278,1,118512
17172,1,118512
18405,1,118512
12945,1,118512
14016,1,118512
3487,1,118512
2923,1,118512
11133,1,118512
12625,1,118512
9733,1,118512
15907,1,118512
19856,1,118512
8822,1,118512
17581,1,118512
7812,1,118512
14130,1,118512
9538,1,118512
3116,1,118512
1092,1,118512
7488,1,118512
7898,1,118512
12540,1,118512
3885,1,118512
879,1,118512
17210,1,118512
7021,1,118512
12078,1,118512
6080,1,118512
5172,1,118512
17510,1,118512
17195,1,118512
17443,1,118512
5946,1,118512
3643,1,118512
9119,1,118512
8468,1,118512
8625,1,118512
7225,1,118512
10764,1,118512
12350,1,118512
5788,1,118512
1233,1,118512
7499,1,118512
11379,1,118512
14351,1,118512
11002,1,118512
7868,1,118512
12390,1,118512
12695,1,118512
12657,1,118512
19738,1,118512
730,1,118512
11076,1,118512
3968,1,118512
11511,1,118512
8565,1,118512
12532,1,118512
4232,1,118512
14968,1,118512
7475,1,118512
12590,1,118512
16847,1,118512
1983,1,118512
5309,1,118512
4418,1,118512
5572,1,118512
7875,1,118512
10644,1,118512
10395,1,118512
16866,1,118512
1739,1,118512
12528,1,118512
5544,1,118512
9818,1,118512
13200,1,118512
12069,1,118512
5109,1,118512
4465,1,118512
3028,1,118512
19062,1,118512
17572,1,118512
1504,1,118512
9589,1,118512
1157,1,118512
16050,1,118512
17677,1,118512
841,1,118512
9247,1,118512
14953,1,118512
19009,1,118512
14758,1,118512
19154,1,118512
18678,1,118512
19637,1,118512
10531,1,118512
2651,1,118512
13640,1,118512
3946,1,118512
5663,1,118512
4339,1,118512
16222,1,118512
17912,1,118512
14424,1,118512
11956,1,118512
18772,1,118512
16760,1,118512
12056,1,118512
11266,1,118512
4513,1,118512
2877,1,118512
16339,1,118512
4979,1,118512
13515,1,118512
19989,1,118512
15673,1,118512
775,1,118512
18393,1,118512
5800,1,118512
3134,1,118512
15970,1,118512
13666,1,118512
3148,1,118512
14431,1,118512
8124,1,118512
923,1,118512
2724,1,118512
2540,1,118512
12272,1,118512
6582,1,118512
10212,1,118512
15775,1,118512
9703,1,118512
1537,1,118512
12872,1,118512
4366,1,118512
13686,1,118512
14240,1,118512
7066,1,118512
17665,1,118512
3628,1,118512
16306,1,118512
8738,1,118512
13855,1,118512
101,1,118512
5906,1,118512
16626,1,118512
17519,1,118512
10592,1,118512
18877,1,118512
792,1,118512
15859,1,118512
9403,1,118512
2314,1,118512
9029,1,118512
12944,1,118512
4529,1,118512
17662,1,118512
9374,1,118512
1118,1,118512
16793,1,118512
4685,1,118512
14868,1,118512
17730,1,118512
14063,1,118512
745,1,118512
7892,1,118512
10043,1,118512
2345,1,118512
2362,1,118512
5513,1,118512
15444,1,118512
12878,1,118512
7791,1,118512
16766,1,118512
19455,1,118512
9683,1,118512
4555,1,118512
3013,1,118512
14676,1,118512
6103,1,118512
15534,1,118512
9521,1,118512
10677,1,118512
17892,1,118512
18462,1,118512
15150,1,118512
13062,1,118512
15697,1,118512
13213,1,118512
4626,1,118512
339,1,118512
19712,1,118512
9406,1,118512
243,1,118512
345,1,118512
8248,1,118512
16399,1,118512
10810,1,118512
15385,1,118512
19096,1,118512
6953,1,118512
2045,1,118512
17967,1,118512
10131,1,118512
13864,1,118512
12993,1,118512
3356,1,118512
12776,1,118512
2784,1,118512
3519,1,118512
10802,1,118512
19642,1,118512
7667,1,118512
6390,1,118512
14990,1,118512
2656,1,118512
18340,1,118512
1771,1,118512
9569,1,118512
18266,1,118512
14194,1,118512
14134,1,118512
13849,1,118512
14698,1,118512
17456,1,118512
708,1,118512
5018,1,118512
9584,1,118512
10735,1,118512
8101,1,118512
2296,1,118512
11055,1,118512
