Date,Id_customer,id_product
2023-07-02 00:00:00,14124,18
2023-06-29 00:00:00,3621,10
2023-06-28 00:00:00,5588,10
2023-06-25 00:00:00,17432,18
2023-06-26 00:00:00,15065,20
2023-06-27 00:00:00,3654,3
2023-07-01 00:00:00,8104,16
2023-06-24 00:00:00,6503,6
2023-06-26 00:00:00,5614,5
2023-07-02 00:00:00,9132,1
2023-06-23 00:00:00,8957,1
2023-06-25 00:00:00,5531,20
2023-06-29 00:00:00,9331,9
2023-06-27 00:00:00,16643,17
2023-06-24 00:00:00,14295,14
2023-06-30 00:00:00,7811,2
2023-07-01 00:00:00,17491,6
2023-07-02 00:00:00,3751,12
2023-06-25 00:00:00,5150,6
2023-07-01 00:00:00,2944,17
2023-06-24 00:00:00,839,8
2023-06-28 00:00:00,7295,11
2023-06-29 00:00:00,4800,20
2023-06-27 00:00:00,7963,19
2023-06-25 00:00:00,14603,12
2023-06-30 00:00:00,11097,4
2023-07-02 00:00:00,16353,17
2023-07-03 00:00:00,5690,17
2023-06-27 00:00:00,144,14
2023-07-02 00:00:00,7641,5
2023-07-02 00:00:00,4347,12
2023-06-29 00:00:00,8797,10
2023-06-28 00:00:00,9208,19
2023-06-30 00:00:00,14273,10
2023-07-05 00:00:00,3213,12
2023-07-06 00:00:00,13047,3
2023-06-30 00:00:00,2835,14
2023-07-06 00:00:00,1872,17
2023-06-26 00:00:00,17790,16
2023-06-29 00:00:00,15277,17
2023-07-01 00:00:00,6427,15
2023-07-06 00:00:00,3515,3
2023-06-23 00:00:00,1938,19
2023-06-28 00:00:00,10775,19
2023-06-25 00:00:00,13253,7
2023-06-28 00:00:00,15870,17
2023-07-01 00:00:00,1303,8
2023-06-23 00:00:00,6212,10
2023-06-28 00:00:00,19542,8
2023-07-02 00:00:00,2694,9
2023-06-24 00:00:00,7496,2
2023-06-29 00:00:00,17201,1
2023-06-26 00:00:00,16595,5
2023-07-04 00:00:00,16777,15
2023-07-02 00:00:00,18724,17
2023-06-26 00:00:00,13221,5
2023-06-24 00:00:00,10817,2
2023-07-02 00:00:00,13018,19
2023-06-28 00:00:00,11261,10
2023-06-27 00:00:00,13649,8
2023-07-01 00:00:00,5483,18
2023-06-24 00:00:00,6327,8
2023-06-26 00:00:00,11710,14
2023-07-04 00:00:00,8265,3
2023-07-02 00:00:00,4497,17
2023-07-06 00:00:00,19611,4
2023-07-04 00:00:00,3549,7
2023-06-27 00:00:00,3505,19
2023-07-02 00:00:00,19927,7
2023-06-23 00:00:00,18802,17
2023-06-26 00:00:00,13691,14
2023-06-28 00:00:00,8960,1
2023-06-24 00:00:00,11411,20
2023-07-03 00:00:00,5502,7
2023-06-24 00:00:00,8176,7
2023-06-26 00:00:00,4585,7
2023-07-05 00:00:00,3191,8
2023-06-28 00:00:00,10526,10
2023-06-30 00:00:00,16462,10
2023-07-03 00:00:00,12143,4
2023-07-02 00:00:00,2456,7
2023-06-27 00:00:00,12951,13
2023-06-27 00:00:00,13741,14
2023-07-06 00:00:00,5079,14
2023-07-06 00:00:00,19170,20
2023-06-23 00:00:00,3856,12
2023-07-04 00:00:00,3871,13
2023-06-30 00:00:00,1146,19
2023-06-24 00:00:00,18289,15
2023-07-03 00:00:00,19911,13
2023-07-06 00:00:00,11346,18
2023-07-03 00:00:00,2418,12
2023-07-06 00:00:00,2420,8
2023-06-25 00:00:00,3086,4
2023-06-23 00:00:00,18681,18
2023-07-05 00:00:00,16619,14
2023-07-03 00:00:00,3132,20
2023-07-04 00:00:00,2373,12
2023-06-29 00:00:00,14203,17
2023-07-04 00:00:00,5186,11
2023-06-24 00:00:00,18187,12
2023-07-04 00:00:00,14447,16
2023-06-23 00:00:00,7504,2
2023-07-03 00:00:00,9634,9
2023-07-05 00:00:00,1283,10
2023-06-25 00:00:00,663,3
2023-06-27 00:00:00,19322,1
2023-06-30 00:00:00,13246,16
2023-07-04 00:00:00,5573,17
2023-06-28 00:00:00,13566,2
2023-07-06 00:00:00,18604,7
2023-07-04 00:00:00,14261,15
2023-06-24 00:00:00,9091,9
2023-07-05 00:00:00,4743,2
2023-07-04 00:00:00,5538,11
2023-07-03 00:00:00,17624,2
2023-07-02 00:00:00,18001,3
2023-06-26 00:00:00,18177,6
2023-07-05 00:00:00,739,16
2023-07-01 00:00:00,9548,13
2023-07-06 00:00:00,1957,14
2023-06-30 00:00:00,15000,4
2023-06-26 00:00:00,14740,20
2023-06-30 00:00:00,19216,6
2023-06-24 00:00:00,8779,19
2023-07-02 00:00:00,16468,16
2023-07-03 00:00:00,11372,8
2023-06-28 00:00:00,4105,8
2023-06-28 00:00:00,9418,18
2023-07-03 00:00:00,11377,8
2023-06-23 00:00:00,16434,10
2023-06-24 00:00:00,18426,6
2023-07-02 00:00:00,3758,8
2023-07-05 00:00:00,3264,14
2023-06-28 00:00:00,19601,16
2023-07-01 00:00:00,14252,8
2023-06-28 00:00:00,19457,18
2023-06-24 00:00:00,11455,1
2023-06-26 00:00:00,4057,18
2023-06-24 00:00:00,18538,4
2023-07-03 00:00:00,9846,18
2023-06-24 00:00:00,6260,16
2023-06-29 00:00:00,5640,15
2023-06-24 00:00:00,13514,17
2023-06-25 00:00:00,17764,7
2023-06-25 00:00:00,13568,6
2023-06-29 00:00:00,11564,16
2023-06-29 00:00:00,6782,2
2023-07-04 00:00:00,9493,2
2023-07-01 00:00:00,13664,11
2023-06-23 00:00:00,17288,15
2023-07-02 00:00:00,16298,17
2023-07-03 00:00:00,17,6
2023-06-24 00:00:00,16465,6
2023-06-29 00:00:00,16879,20
2023-07-05 00:00:00,12450,2
2023-06-25 00:00:00,3964,12
2023-06-30 00:00:00,6678,9
2023-06-28 00:00:00,14441,20
2023-06-25 00:00:00,4566,13
2023-06-27 00:00:00,8023,14
2023-07-03 00:00:00,3109,9
2023-06-29 00:00:00,17868,3
2023-07-02 00:00:00,4068,5
2023-06-23 00:00:00,19362,20
2023-07-06 00:00:00,17897,11
2023-07-04 00:00:00,18956,20
2023-06-28 00:00:00,19740,3
2023-07-06 00:00:00,13314,3
2023-06-24 00:00:00,19822,5
2023-06-30 00:00:00,7657,6
2023-07-04 00:00:00,366,18
2023-07-03 00:00:00,8382,8
2023-06-28 00:00:00,18787,7
2023-06-23 00:00:00,8663,15
2023-06-27 00:00:00,7685,3
2023-07-06 00:00:00,16226,13
2023-07-01 00:00:00,5291,6
2023-07-05 00:00:00,960,13
2023-07-06 00:00:00,2630,15
2023-06-29 00:00:00,9823,3
2023-06-24 00:00:00,3032,20
2023-06-23 00:00:00,3257,12
2023-07-01 00:00:00,15219,5
2023-06-28 00:00:00,10128,8
2023-07-06 00:00:00,6832,4
2023-07-03 00:00:00,6203,19
2023-07-02 00:00:00,11377,14
2023-06-28 00:00:00,10029,14
2023-07-04 00:00:00,2149,14
2023-06-26 00:00:00,10811,4
2023-06-23 00:00:00,2685,5
2023-06-23 00:00:00,18210,12
2023-06-28 00:00:00,17669,1
2023-07-06 00:00:00,15311,9
2023-06-30 00:00:00,11401,14
2023-07-03 00:00:00,13036,19
2023-06-28 00:00:00,4239,1
2023-06-27 00:00:00,18053,10
2023-06-25 00:00:00,19730,1
2023-06-24 00:00:00,3597,1
2023-07-02 00:00:00,19440,19
2023-07-03 00:00:00,3815,14
2023-07-02 00:00:00,18251,8
2023-07-02 00:00:00,2739,1
2023-06-27 00:00:00,2404,6
2023-07-01 00:00:00,4918,15
2023-06-24 00:00:00,6818,5
2023-06-28 00:00:00,17690,19
2023-06-23 00:00:00,12315,17
2023-06-26 00:00:00,15707,1
2023-07-06 00:00:00,16687,3
2023-07-02 00:00:00,14841,13
2023-07-03 00:00:00,15034,18
2023-07-02 00:00:00,15065,17
2023-07-04 00:00:00,16217,15
2023-07-01 00:00:00,15386,15
2023-06-28 00:00:00,19143,10
2023-06-29 00:00:00,8958,11
2023-06-30 00:00:00,2818,11
2023-06-24 00:00:00,6289,5
2023-07-05 00:00:00,9972,16
2023-06-25 00:00:00,8450,8
2023-07-04 00:00:00,10858,8
2023-07-06 00:00:00,13839,8
2023-07-05 00:00:00,1896,14
2023-06-30 00:00:00,7256,20
2023-07-05 00:00:00,19027,16
2023-06-25 00:00:00,9578,15
2023-07-05 00:00:00,15709,6
2023-06-23 00:00:00,19938,12
2023-06-25 00:00:00,14111,6
2023-06-23 00:00:00,2388,14
2023-07-02 00:00:00,11170,3
2023-07-05 00:00:00,1139,19
2023-06-27 00:00:00,10723,13
2023-06-29 00:00:00,18061,19
2023-06-23 00:00:00,691,5
2023-07-06 00:00:00,12387,15
2023-06-24 00:00:00,2413,2
2023-06-24 00:00:00,17503,12
2023-07-01 00:00:00,5888,7
2023-07-02 00:00:00,1337,14
2023-06-25 00:00:00,4849,13
2023-07-01 00:00:00,10408,5
2023-06-24 00:00:00,4467,6
2023-06-29 00:00:00,1520,1
2023-06-25 00:00:00,17589,1
2023-06-27 00:00:00,15647,14
2023-06-23 00:00:00,9045,20
2023-06-25 00:00:00,16343,6
2023-07-03 00:00:00,17976,8
2023-07-03 00:00:00,16744,12
2023-07-01 00:00:00,16598,12
2023-07-03 00:00:00,11746,1
2023-06-30 00:00:00,5122,2
2023-06-25 00:00:00,18411,11
2023-06-23 00:00:00,18605,15
2023-07-01 00:00:00,17758,17
2023-06-25 00:00:00,17623,10
2023-06-23 00:00:00,9289,2
2023-07-01 00:00:00,17237,9
2023-06-28 00:00:00,16614,19
2023-06-26 00:00:00,12814,4
2023-06-29 00:00:00,18878,3
2023-07-03 00:00:00,15205,2
2023-07-06 00:00:00,16021,7
2023-06-26 00:00:00,13846,4
2023-06-25 00:00:00,19774,5
2023-07-02 00:00:00,14582,4
2023-06-26 00:00:00,15656,15
2023-06-23 00:00:00,19397,7
2023-06-26 00:00:00,4936,11
2023-06-28 00:00:00,13211,3
2023-07-03 00:00:00,10228,15
2023-06-26 00:00:00,6985,16
2023-07-06 00:00:00,12663,6
2023-06-26 00:00:00,7708,15
2023-07-03 00:00:00,13639,15
2023-07-05 00:00:00,15870,19
2023-06-26 00:00:00,2938,6
2023-07-06 00:00:00,3331,4
2023-07-01 00:00:00,3537,6
2023-06-25 00:00:00,80,4
2023-07-05 00:00:00,12746,20
2023-06-25 00:00:00,5092,14
2023-07-03 00:00:00,2888,3
2023-07-02 00:00:00,18074,11
2023-06-28 00:00:00,8302,14
2023-06-30 00:00:00,18519,8
2023-07-02 00:00:00,15149,16
2023-06-26 00:00:00,3843,7
2023-06-24 00:00:00,13564,20
2023-06-23 00:00:00,19018,5
2023-06-26 00:00:00,6827,7
2023-06-28 00:00:00,7399,17
2023-07-05 00:00:00,18793,8
2023-06-28 00:00:00,5755,6
2023-07-02 00:00:00,5885,18
2023-06-25 00:00:00,1076,19
2023-07-06 00:00:00,4729,19
2023-06-28 00:00:00,198,13
2023-07-06 00:00:00,3182,16
2023-06-29 00:00:00,13043,5
2023-07-06 00:00:00,19091,5
2023-06-28 00:00:00,12497,5
2023-06-28 00:00:00,6712,13
2023-06-27 00:00:00,93,12
2023-06-26 00:00:00,10392,11
2023-06-28 00:00:00,19728,5
2023-06-27 00:00:00,7315,12
2023-06-29 00:00:00,12709,15
2023-06-28 00:00:00,5472,2
2023-06-27 00:00:00,11741,7
2023-06-30 00:00:00,3449,5
2023-06-28 00:00:00,10752,13
2023-07-05 00:00:00,9454,2
2023-06-27 00:00:00,16796,20
2023-06-27 00:00:00,9661,14
2023-07-05 00:00:00,3318,16
2023-07-01 00:00:00,2375,19
2023-07-02 00:00:00,15259,7
2023-07-05 00:00:00,14852,4
2023-06-28 00:00:00,15902,6
2023-06-23 00:00:00,13017,15
2023-06-23 00:00:00,11368,1
2023-07-05 00:00:00,8843,7
2023-07-05 00:00:00,11829,3
2023-06-28 00:00:00,11280,7
2023-07-03 00:00:00,13096,17
2023-06-29 00:00:00,3871,20
2023-06-26 00:00:00,8860,8
2023-07-05 00:00:00,14609,18
2023-07-02 00:00:00,4959,8
2023-07-01 00:00:00,571,8
2023-06-27 00:00:00,13068,7
2023-07-05 00:00:00,5944,15
2023-06-29 00:00:00,14399,1
2023-06-28 00:00:00,10261,12
2023-07-03 00:00:00,15351,5
2023-07-06 00:00:00,2709,18
2023-07-01 00:00:00,10693,18
2023-07-02 00:00:00,8784,18
2023-06-29 00:00:00,12062,10
2023-06-23 00:00:00,16818,20
2023-07-06 00:00:00,11037,6
2023-07-03 00:00:00,9729,16
2023-06-28 00:00:00,9611,1
2023-07-03 00:00:00,2843,14
2023-06-23 00:00:00,3480,6
2023-07-06 00:00:00,13264,2
2023-07-04 00:00:00,1162,5
2023-07-04 00:00:00,19878,3
2023-06-23 00:00:00,3420,10
2023-06-23 00:00:00,15221,2
2023-06-23 00:00:00,597,1
2023-06-25 00:00:00,2312,6
2023-06-23 00:00:00,11870,1
2023-06-23 00:00:00,8222,18
2023-07-03 00:00:00,3345,10
2023-07-03 00:00:00,43,15
2023-06-30 00:00:00,15990,9
2023-06-24 00:00:00,17286,19
2023-07-01 00:00:00,8065,20
2023-06-25 00:00:00,1921,11
2023-06-30 00:00:00,10295,2
2023-06-26 00:00:00,13407,10
2023-06-26 00:00:00,3484,12
2023-06-25 00:00:00,19028,17
2023-07-06 00:00:00,16148,19
2023-06-25 00:00:00,13035,9
2023-06-29 00:00:00,1757,17
2023-07-01 00:00:00,3072,19
2023-06-26 00:00:00,7560,3
2023-07-06 00:00:00,3859,5
2023-06-27 00:00:00,10193,14
2023-06-26 00:00:00,2126,20
2023-06-27 00:00:00,5960,7
2023-06-30 00:00:00,4491,7
2023-07-02 00:00:00,4054,18
2023-07-01 00:00:00,15250,12
2023-06-30 00:00:00,9772,17
2023-06-25 00:00:00,16533,20
2023-07-03 00:00:00,11925,4
2023-07-04 00:00:00,13522,13
2023-07-04 00:00:00,3472,19
2023-06-27 00:00:00,15090,6
2023-06-27 00:00:00,3622,5
2023-06-30 00:00:00,9087,15
2023-06-27 00:00:00,9499,9
2023-06-26 00:00:00,7907,12
2023-07-05 00:00:00,6189,2
2023-07-06 00:00:00,6161,8
2023-06-23 00:00:00,8151,12
2023-07-06 00:00:00,2493,2
2023-07-04 00:00:00,14256,17
2023-07-03 00:00:00,4907,19
2023-06-26 00:00:00,6328,7
2023-06-23 00:00:00,9518,11
2023-06-29 00:00:00,14219,18
2023-06-28 00:00:00,19746,7
2023-06-25 00:00:00,13978,9
2023-06-30 00:00:00,18767,19
2023-06-30 00:00:00,14208,12
2023-07-03 00:00:00,533,2
2023-06-29 00:00:00,12925,8
2023-06-30 00:00:00,18049,9
2023-06-29 00:00:00,16503,7
2023-06-23 00:00:00,12797,13
2023-06-29 00:00:00,9462,17
2023-07-04 00:00:00,18990,8
2023-07-01 00:00:00,9452,5
2023-07-06 00:00:00,1918,1
2023-07-03 00:00:00,6922,1
2023-07-05 00:00:00,15177,18
2023-07-03 00:00:00,15958,3
2023-06-23 00:00:00,11521,5
2023-07-06 00:00:00,6871,19
2023-06-28 00:00:00,5176,16
2023-06-26 00:00:00,13018,16
2023-07-04 00:00:00,19325,16
2023-06-30 00:00:00,10890,7
2023-06-25 00:00:00,2606,1
2023-06-29 00:00:00,14907,17
2023-06-28 00:00:00,6945,16
2023-06-24 00:00:00,8842,20
2023-07-03 00:00:00,2129,15
2023-07-01 00:00:00,32,10
2023-06-26 00:00:00,19426,9
2023-07-05 00:00:00,15304,11
2023-06-25 00:00:00,13929,15
2023-07-05 00:00:00,15930,15
2023-06-27 00:00:00,16725,13
2023-06-29 00:00:00,7062,10
2023-07-03 00:00:00,1147,12
2023-06-27 00:00:00,5642,4
2023-06-25 00:00:00,18159,19
2023-07-03 00:00:00,7953,19
2023-07-03 00:00:00,15227,5
2023-07-01 00:00:00,19159,1
2023-06-26 00:00:00,7699,18
2023-06-29 00:00:00,19339,10
2023-06-23 00:00:00,17416,9
2023-06-29 00:00:00,18592,1
2023-07-04 00:00:00,9283,2
2023-07-02 00:00:00,7060,11
2023-06-28 00:00:00,4424,10
2023-06-29 00:00:00,7828,10
2023-06-29 00:00:00,13878,15
2023-07-04 00:00:00,12102,20
2023-06-28 00:00:00,1597,9
2023-07-03 00:00:00,484,16
2023-07-06 00:00:00,3710,3
2023-06-23 00:00:00,5581,15
2023-07-06 00:00:00,5766,12
2023-07-06 00:00:00,12270,14
2023-07-03 00:00:00,5279,6
2023-07-05 00:00:00,4661,10
2023-07-04 00:00:00,9619,7
2023-06-28 00:00:00,4420,16
2023-06-25 00:00:00,19581,13
2023-07-01 00:00:00,12687,9
2023-07-03 00:00:00,644,7
2023-07-02 00:00:00,16737,18
2023-06-27 00:00:00,16208,18
2023-06-27 00:00:00,9051,15
2023-06-24 00:00:00,3462,20
2023-06-30 00:00:00,5103,3
2023-06-23 00:00:00,19570,15
2023-06-25 00:00:00,7397,13
2023-07-04 00:00:00,4715,3
2023-06-29 00:00:00,2268,5
2023-06-25 00:00:00,9715,9
2023-06-25 00:00:00,10474,6
2023-06-23 00:00:00,2989,1
2023-07-04 00:00:00,16953,2
2023-07-05 00:00:00,16337,18
2023-06-27 00:00:00,6404,4
2023-07-04 00:00:00,11333,11
2023-06-27 00:00:00,18236,7
2023-06-23 00:00:00,17324,11
2023-06-28 00:00:00,18049,10
2023-06-27 00:00:00,13248,8
2023-07-02 00:00:00,18490,14
2023-06-24 00:00:00,16229,14
2023-07-04 00:00:00,3214,2
2023-06-29 00:00:00,12280,20
2023-07-01 00:00:00,17638,15
2023-07-01 00:00:00,604,11
2023-07-01 00:00:00,4515,18
2023-06-26 00:00:00,12462,10
2023-07-01 00:00:00,17174,14
2023-06-27 00:00:00,3954,4
2023-06-23 00:00:00,11774,11
2023-06-24 00:00:00,6539,8
2023-06-28 00:00:00,13512,14
2023-06-27 00:00:00,9754,1
2023-06-25 00:00:00,4590,13
2023-07-04 00:00:00,13009,14
2023-06-30 00:00:00,13975,8
2023-06-28 00:00:00,4644,20
2023-07-01 00:00:00,11381,19
2023-07-04 00:00:00,9017,18
2023-06-23 00:00:00,13742,10
2023-06-23 00:00:00,2680,11
2023-06-27 00:00:00,2053,8
2023-07-04 00:00:00,12132,19
2023-06-30 00:00:00,11552,14
2023-06-23 00:00:00,11576,14
2023-07-01 00:00:00,12954,3
2023-07-03 00:00:00,15490,5
2023-06-24 00:00:00,2017,2
2023-06-23 00:00:00,7143,9
2023-07-01 00:00:00,11331,8
2023-06-25 00:00:00,2395,13
2023-07-03 00:00:00,11081,16
2023-06-25 00:00:00,3726,9
2023-07-03 00:00:00,13254,15
2023-06-30 00:00:00,8315,14
2023-06-29 00:00:00,17601,5
2023-07-06 00:00:00,15020,20
2023-07-04 00:00:00,7344,18
2023-07-01 00:00:00,5596,19
2023-07-01 00:00:00,949,15
2023-07-03 00:00:00,14195,3
2023-07-01 00:00:00,9844,2
2023-06-27 00:00:00,2841,8
2023-06-30 00:00:00,1650,5
2023-06-28 00:00:00,19846,5
2023-06-26 00:00:00,8282,16
2023-06-30 00:00:00,9926,3
2023-06-23 00:00:00,4423,4
2023-06-30 00:00:00,18998,8
2023-06-28 00:00:00,6121,11
2023-06-28 00:00:00,12987,3
2023-06-30 00:00:00,13647,11
2023-06-29 00:00:00,6159,14
2023-06-30 00:00:00,8498,8
2023-06-26 00:00:00,927,3
2023-06-29 00:00:00,19285,8
2023-06-27 00:00:00,3601,9
2023-06-30 00:00:00,13126,8
2023-06-30 00:00:00,19692,15
2023-06-30 00:00:00,7245,16
2023-06-24 00:00:00,3115,17
2023-07-06 00:00:00,11255,8
2023-07-01 00:00:00,12678,17
2023-07-02 00:00:00,18275,7
2023-06-28 00:00:00,2959,13
2023-06-23 00:00:00,3174,15
2023-07-06 00:00:00,1783,16
2023-07-04 00:00:00,19681,16
2023-07-06 00:00:00,1698,14
2023-07-02 00:00:00,5269,3
2023-07-03 00:00:00,15845,7
2023-06-30 00:00:00,5382,14
2023-06-26 00:00:00,11227,11
2023-06-23 00:00:00,10767,17
2023-07-03 00:00:00,10796,7
2023-06-23 00:00:00,5452,2
2023-06-26 00:00:00,6529,16
2023-06-25 00:00:00,16263,16
2023-06-30 00:00:00,7456,20
2023-06-26 00:00:00,19184,7
2023-06-24 00:00:00,17181,9
2023-06-27 00:00:00,3725,15
2023-07-06 00:00:00,16147,14
2023-07-04 00:00:00,3320,2
2023-06-28 00:00:00,17427,11
2023-07-01 00:00:00,13696,19
2023-07-03 00:00:00,16625,20
2023-06-29 00:00:00,2271,5
2023-06-23 00:00:00,7675,3
2023-06-28 00:00:00,8677,17
2023-06-30 00:00:00,919,19
2023-07-01 00:00:00,9975,10
2023-07-03 00:00:00,6281,16
2023-07-06 00:00:00,10448,5
2023-07-03 00:00:00,11962,12
2023-06-27 00:00:00,11220,20
2023-07-03 00:00:00,1640,7
2023-07-02 00:00:00,14889,14
2023-07-02 00:00:00,7074,18
2023-07-02 00:00:00,5727,6
2023-07-05 00:00:00,9327,7
2023-07-02 00:00:00,9647,20
2023-06-23 00:00:00,190,15
2023-06-23 00:00:00,18339,11
2023-06-29 00:00:00,4798,3
2023-07-03 00:00:00,17137,7
2023-07-06 00:00:00,2861,13
2023-07-03 00:00:00,8848,10
2023-07-04 00:00:00,16449,14
2023-07-04 00:00:00,8581,14
2023-06-30 00:00:00,3625,19
2023-07-02 00:00:00,15881,15
2023-06-27 00:00:00,11555,10
2023-06-23 00:00:00,19709,17
2023-07-05 00:00:00,6500,16
2023-06-27 00:00:00,13910,8
2023-06-23 00:00:00,6909,11
2023-06-23 00:00:00,16959,20
2023-07-06 00:00:00,13149,19
2023-06-28 00:00:00,8877,12
2023-07-05 00:00:00,5494,17
2023-06-27 00:00:00,9207,14
2023-07-06 00:00:00,6806,5
2023-07-05 00:00:00,1624,13
2023-06-23 00:00:00,609,11
2023-06-25 00:00:00,16059,5
2023-07-04 00:00:00,9027,10
2023-06-24 00:00:00,7002,8
2023-07-02 00:00:00,2901,19
2023-07-02 00:00:00,11883,7
2023-07-04 00:00:00,3029,20
2023-06-30 00:00:00,12733,20
2023-06-25 00:00:00,2156,14
2023-06-28 00:00:00,6241,18
2023-06-30 00:00:00,1020,4
2023-07-03 00:00:00,15449,12
2023-07-03 00:00:00,4876,8
2023-06-29 00:00:00,19118,3
2023-07-02 00:00:00,12187,2
2023-06-23 00:00:00,18883,13
2023-06-26 00:00:00,6420,17
2023-06-26 00:00:00,9385,20
2023-06-25 00:00:00,1639,13
2023-06-29 00:00:00,14660,9
2023-07-02 00:00:00,17068,9
2023-06-24 00:00:00,13562,15
2023-06-23 00:00:00,11840,11
2023-07-05 00:00:00,18086,13
2023-07-05 00:00:00,19494,19
2023-07-05 00:00:00,15806,14
2023-07-05 00:00:00,12375,16
2023-06-23 00:00:00,11336,10
2023-06-28 00:00:00,13402,15
2023-06-24 00:00:00,1083,1
2023-07-01 00:00:00,14923,13
2023-06-26 00:00:00,19493,20
2023-06-24 00:00:00,4992,12
2023-06-30 00:00:00,10176,14
2023-07-04 00:00:00,3660,2
2023-06-24 00:00:00,13232,8
2023-06-30 00:00:00,15373,6
2023-06-26 00:00:00,19311,11
2023-06-27 00:00:00,18821,10
2023-06-27 00:00:00,16204,13
2023-06-23 00:00:00,13298,16
2023-06-26 00:00:00,6824,7
2023-07-02 00:00:00,7427,4
2023-06-26 00:00:00,5568,19
2023-07-02 00:00:00,8496,9
2023-06-30 00:00:00,7543,20
2023-07-03 00:00:00,15780,16
2023-07-05 00:00:00,2855,7
2023-06-27 00:00:00,5193,13
2023-07-01 00:00:00,4534,8
