Дата,ID сессии,ID клиента,Доход,Оценка
2021-01-13,eeerhrlhetrthacecerfiflhere,45441525,0,
2021-01-13,eeerhlyeeejahacecerlhececsefh,42108745,30438.617330000001,3
2021-01-13,eeerhljeeyhelacecermksglr,42324030,0,
2021-01-13,eeertceccecaayhelacecerstpqqurr,4420544,0,
2021-01-13,eeertceccecllceccecajacecereerpaxes,31314041,22137.17611,5
2021-01-13,eeeraljcecrrgjacecerprnhlrb,420256,0,
2021-01-13,eeerhjejgcecayaceceryerxrlrp,32515242,0,
2021-01-13,eeerhjhaaajacecaceceryfeyxrrt,13125251,0,
2021-01-13,eeerhjhthjtrlaceceryryymhpu,34214434,0,
2021-01-13,eeerhjlyahahracecerthjlprjh,4124344,4980.864654,4
2021-01-13,eeergjacececechlacecerderppceced,4512442,0,
2021-01-13,eeergrhraercecaceceryxvbrkdo,44034521,0,
2021-01-13,eeergllrhaljacecerlidrcyyr,12144421,0,
2021-01-13,eeerhrceccecareycecacecershirjtgb,122644,22690.606545999999,3
2021-01-13,eeerhrhtjcecaheacecernrpsfcek,4541012145,0,
2021-01-13,eeerhrrlcecayyaacecervevrafrb,42020204,0,
2021-01-13,eeerhrlyjteehacecerxssyony,4561021,0,
2021-01-13,eeerhlalyllalacecerhrbrnrr,5641441,37365.484904999998,4
2021-01-13,eeerhltlrllhtacecersfdhqkp,1224462,0,
2021-01-13,eeerhatajcechjaacecerehlkpsnlo,2512361,0,
2021-01-13,eeerhtyhralcecyacecerrrtxmplu,421454420,0,
2021-01-13,eeeralcechlyajtacecerraovryrp,442725,16602.882180000001,4
2021-01-13,eeeralcectheteracecerqmmernlc,32451224,0,
2021-01-13,eeeralttteeeaaceceryoehqce,244053,0,
2021-01-13,eeeraljhececahracecerepxltmt,13210342,0,
2021-01-13,eeerhjacecylcectyacecerdkdihxhp,51322440,0,
2021-01-13,eeerhjaallryraceceruharge,44433043,0,
2021-01-13,eeerhjtaeygeacecertemcuqh,32420425,0,
2021-01-13,eeerhjthleteeacecereqvsvcecen,234441,0,
2021-01-13,eeerheerejathaceceryrrcrkh,51425124,23114.035051999999,3
2021-01-13,eeerhjhjhcecyraacecermyyrvthm,1325162,0,
2021-01-13,eeerhjrcecjeeeaaceceroycbityk,30450121,0,
2021-01-13,eeerhjrehrcecrlacecerrrnmhoee,421474,0,
2021-01-13,eeergcecheearaacecerhvrrdorc,2514446,21417.718012000001,5
2021-01-13,eeergcecheearaacecerhvrrdorc,2514446,21417.718012000001,4
2021-01-13,eeergeejalcecaacecermtrhntee,15234402,0,
2021-01-13,eeergaalaryhacecermqkrcecslv,421487424,0,
2021-01-13,eeerghljhcecceceacecernjehnafo,40454244,0,
2021-01-13,eeerghlhaycectacecerfjyreqt,5324624,0,
2021-01-13,eeergtcechealaacecerehchrdjh,4044243,0,
2021-01-13,eeerhalhcecljceceacecerrilanuhr,43287401,0,
2021-01-13,eeergrartaleaceceryirdmptp,14325442,0,
2021-01-13,eeergrgatjaacecersgyhmnc,44215314,18927.286585000002,3
2021-01-13,eeerglhejhrhacecersrjvsrrq,6422440,0,
2021-01-13,eeerglhrtrlhacecerkrrhfee,40145441,0,
2021-01-13,eeerhrceccecareycecacecershirjtgb,122644,22690.606545999999,5
2021-01-13,eeerhralytlyhacecereurmkcecy,6042442,0,
2021-01-13,eeerhralhrejaacecertolronty,4341441,11754.07517,5
2021-01-13,eeerhryarcectaeacecerarnrxcecti,4087254,0,
2021-01-13,eeerhryhjehcecaacecerrdryqvjv,14405144,0,
2021-01-13,eeerhrracectrhtacecerflvlpkr,4444440,3320.5764359999998,3
2021-01-13,eeerhrltrtehracecerofgruea,644420,0,
2021-01-13,eeerhlcecjejjececacecerlbaurvkk,5641441,0,
2021-01-13,eeerhlececeygracecerhqrysahl,334254,0,
2021-01-13,eeerhleegehcecacecersrrmdye,44214021,0,
2021-01-13,eeerhlaratjayacecermiceccecvqpr,32414144,0,
2021-01-13,eeerhlherttaaacecerycecipfet,124444,0,
2021-01-13,eeerhlhteehjcecacecerxhearyhr,45103122,0,
2021-01-13,eeerhlhtlcechalacecerqqtybui,66442,0,
2021-01-13,eeerhlyyelghacecereeyehqrr,44415530,0,
2021-01-13,eeerhljeralgacecerbeekkpy,6441210,0,
2021-01-13,eeerhllrthehjacecersejhoqnr,1334444,13835.73515,4
2021-01-13,eeertceccecyeyartacecerrggykh,15144304,13448.334656000001,3
2021-01-13,eeertceceeylrlaacecercoejemul,42243421,0,
2021-01-13,eeertcecerehrtcecacecervbhryeh,34154314,0,
2021-01-13,eeerheejtleehacecerktfdhcecqk,4452152,0,
2021-01-13,eeerheelyeyejacecercecrreehph,2542340,0,
2021-01-13,eeerhjjhcechahaacecersokrnrv,53455424,0,
2021-01-13,eeergtlhjtajacecerjcecqtivhr,4442014,5811.0087629999998,4
2021-01-13,eeergrayeleaacecerapdtlqy,54251551,0,
2021-01-13,eeerhrcecehlrjeacecerucecyrjrym,420256,17433.026289000001,3
2021-01-13,eeerhrattarceccecacecerbeyrhysf,2511487,0,
2021-01-13,eeerhralececthaacecerkoyeumkrxhioofvrybrrdi,3254046,0,
2021-01-13,eeerhralyleahacecerrrtvryy,44241012,0,
2021-01-13,eeerhrthejgtacecerheyrhifk,4561021,0,
2021-01-13,eeerhrracectrhtacecerflvlpkr,4444440,3320.5764359999998,4
2021-01-13,eeerhrltehleracecerdeephxeb,6402551,0,
2021-01-13,eeerhlejrgajacecerrytqmlr,52734,0,
2021-01-13,eeerhlyjjjhjjacecerbtekhpyf,4106020,0,
2021-01-13,eeerhljltalcecaacecerrerrlotr,150641,0,
2021-01-13,eeertcecececececrytacecerjbroyee,1224462,38740.058420000001,4
2021-01-14,eeertjaaygjaacecerlaryledm,2144144,0,
2021-01-14,eeertjeethcechtacecerurmhkerd,152364,0,
2021-01-14,eeerthrhaeejeacecerekkhrthe,424066,0,
2021-01-14,eeertglrrhceclacecergnretmo,1344623,34866.052578000003,5
2021-01-14,eeertyrhtglracecerjhycecbrh,10414543,17433.026289000001,5
2021-01-14,eeertrhlarceclaacecerheyoiorn,122646,29885.187911000001,5
2021-01-14,eeertrjahcecaacecaceceryrrysee,30415241,0,
2021-01-14,eeertgcecarrleaceceryhreehyr,44324434,0,
2021-01-14,eeertrelyceceejacecercecreiges,45344145,0,
2021-01-14,eeertrlarhlgacecerokuaeyry,4462242,17266.997467000001,4
2021-01-14,eeertycecjerryhacecerrurvxyey,42124123,11352.161635,3
2021-01-14,eeerthjttyjlaaceceruirjejqr,3341345,0,
2021-01-14,eeertrtaaljlyacecertvjvmcecd,4143645,0,
2021-01-14,eeertheghececjacecerjerahtk,5032422,0,
2021-01-14,eeerthcecagjlhacecerhcectrmnhb,1241020,0,
2021-01-14,eeertgrhtlcecracecerlceceaqarf,4102515,0,
2021-01-14,eeertlececycecceccectacecerdopocecmpr,41453104,0,
2021-01-14,eeerttjallteyacecerpentdrjn,3264415,0,
2021-01-14,eeertjatyrhrlacecererrrdejt,41021054,34035.908469000002,5
2021-01-14,eeertjhcecglltacecerhksbyher,454642,0,
2021-01-14,eeertralehrhtacecerarfpuehf,3044346,0,
2021-01-14,eeertaleeljlyacecertxrrjhrl,40405152,13143.948393000001,5
2021-01-14,eeertttlaeaalacecerceclikdleh,4426044,0,
2021-01-14,eeerttraetlgacecerrmvyuhtl,25143421,0,
2021-01-14,eeertyheljllracecertyhbraof,1034412,0,
2021-01-14,eeerteejaaltaacecerehxyfmmq,4432621,0,
2021-01-14,eeertalytjlrhacecertjkrbcg,4442126,17370.029210000001,3
2021-01-14,eeertgrlhcecaaacecerceccamjeik,42511441,0,
2021-01-14,eeertlhreeyalacecercecrdkohs,6412140,10515.158713999999,4
2021-01-14,eeertjgeraleacecerrxtrfnr,5422152,0,
2021-01-14,eeerthcechelcecheacecernhamoinmn,45244240,0,
2021-01-14,eeerthahthrraacecergehrvpr,43287401,0,
2021-01-14,eeerthjlarjtracecercecxcecriay,446621,0,
2021-01-14,eeerttyetahttacecerirkyfry,31434515,0,
2021-01-14,eeertyaeheagacecerrrrrerby,42144241,0,
2021-01-14,eeertjalryahtacecersjoirehc,34765454,0,
2021-01-14,eeertheyraallacecerhrfhkib,54255043,0,
2021-01-14,eeerteeghtceceacecerrhrevarh,14342454,0,
2021-01-14,eeertgjceclyyracecerphfvcrvb,45452144,0,
2021-01-14,eeerttelcecyljraceceradhvirhr,125146,14942.593962000001,3
2021-01-14,eeertthjrhjcechacecerarrrrjrt,33134502,0,
2021-01-14,eeerttrgljceccecacecerxdrhlbu,43443243,0,
2021-01-14,eeertytlytgracecerevehetqe,54102312,62758.894640999999,3
2021-01-14,eeertyrertalcecacecereudcbee,42022231,0,
2021-01-14,eeertjcectraeetacecerrrqhuhy,42343042,0,
2021-01-14,eeertjgeahryaceceritbjnfeo,545134,0,
2021-01-14,eeertheycecjeeeacecerlehraaa,6524443,0,
2021-01-14,eeertgalrhacecacecerhmesharo,34053255,17425.372151,3
2021-01-14,eeerthttygejaceceryrhdvbmt,42145144,13448.334656000001,3
2021-01-14,eeerthtygeelacecerayifhtk,3143624,0,
2021-01-14,eeertraaljlceccecacecerysrihnrq,425501,17266.997467000001,3
2021-01-14,eeertrahlgetaceceroiyjahfr,5406422,10957.902238999999,3
2021-01-14,eeertrttrehthacecertvoitgr,42124244,11622.017526,4
2021-01-14,eeertceclalrjhjacecerymyfrcecbu,54213444,0,
2021-01-14,eeertteylyaehacecerplavrpyu,44241444,14389.164564999999,5
2021-01-14,eeerttrrrlethacecergxocmbh,434206,20753.602725000001,3
2021-01-14,eeerttlagjececacecerryarnqh,42243421,0,
2021-01-14,eeerttlthajhcecacecerjqeiyatd,12434212,38740.058420000001,4
2021-01-14,eeertjatthcecgacecerkjdqeryr,5414444,43831.608964999999,5
2021-01-14,eeertjharlejhacecergyrtxhi,1444446,22690.606545999999,3
2021-01-14,eeertjhteylheacecerykhcecrg,31513401,0,
2021-01-14,eeerthelhreeeacecerjhtsacecvh,32304342,83678.526188000003,5
2021-01-14,eeertlatalaleacecerbebbahe,14014140,21133.890942999999,3
2021-01-14,eeerthjececajllacecertsntbeh,1224432,0,
2021-01-14,eeerttlhjhrjracecerirxhdtr,54224254,0,
2021-01-14,eeerttlhlyyejacecerhctrihke,45141212,11754.07517,5
2021-01-14,eeertyhtjthcecracecertersrqrr,33242122,0,
2021-01-14,eeertyycecarleracecerntsyrojk,87440251,0,
2021-01-14,eeertyhcecllhahacecerrhvmypxt,145123414,0,
2021-01-14,eeertylythrrracecereesyblx,42030130,0,
2021-01-14,eeertjagalleacecertxnryftr,14504044,36596.176686999999,3
2021-01-14,eeertjtlrtleaaceceroiqotfcecd,14122513,52022.364164999999,5
2021-01-14,eeerthcecjhjalracecerrrprtxly,42511441,0,
2021-01-14,eeerthcecheyhjeacecerypytrjcecj,12532144,0,
2021-01-14,eeertalcecyhjhaacecersldmrdh,4056430,0,
2021-01-14,eeerthlghtceceacecerrexsyldx,45442432,0,
2021-01-14,eeertregjttlacecermtnjedy,4440414,0,
2021-01-14,eeertrgtyeylacecerrdfuarrh,14420444,21583.746834000001,3
2021-01-14,eeertrtrlhealacecermhtlvohe,14144322,17923.458616,4
2021-01-14,eeertrlehlehlacecerryhprcecy,10201512,23908.150339,5
2021-01-14,eeertcecrytalhtacecerxhfvhle,12402421,35115.095810999999,5
2021-01-14,eeertcecljlececheacecerhtfoptnv,44251251,0,
2021-01-14,eeertehegeyeacecerpbtcyrsp,44201252,0,
2021-01-14,eeertetlcecealracecerlbvrmfpq,2514240,0,
2021-01-14,eeertyelrejeyacecerjorxcpee,10521554,41507.205450000001,3
2021-01-14,eeertjececaeegaceceryfcrncco,18732511,5478.951137,3
2021-01-14,eeertjhethrcectacecerqeerjfq,547650,0,
2021-01-14,eeertjrahteeaaceceryhaihrx,43452302,0,
2021-01-14,eeertjljrljeaaceceryrhoyydkon,14543325,8716.5131450000008,4
2021-01-14,eeerthallylahacecercyyinio,545134,0,
2021-01-14,eeertghtyhljacecersadundtd,2510121,25236.380914000001,4
2021-01-14,eeertrcecrrjhacecacecerprtihdvq,54051010,0,
2021-01-14,eeertrhtghtaaceceryhcecrhcdq,44244441,16049.452773999999,4
2021-01-14,eeertrjlheertaceceryfayakh,4440414,6917.8675750000002,4
2021-01-14,eeertrrerjleaacecerehyrnbr,6212020,4980.864654,4
2021-01-14,eeertacectcecthlracecermsnhrhd,2442122,0,
2021-01-14,eeertharjhrgacecerivkrift,43102442,0,
2021-01-14,"e,yjrtalhajgceE+ah",87244421,0,
2021-01-14,eeertgtyaeehacecereltriyn,44324434,0,
2021-01-14,eeertteelyaajacecerhececvtrrr,43442144,0,
2021-01-14,eeerttyyljcecraacecerhfeptgc,10441221,11352.161635,5
2021-01-14,eeerttyyljaahacecerhkeycedh,5441224,21417.718012000001,4
2021-01-14,eeerttjjcechcecalacecertxtldhbc,31341431,0,
2021-01-14,eeerttrjeherracecerhafdbdrq,14251451,0,
2021-01-14,eeerttlcecltaleacecerccecjjeayc,6453204,0,
2021-01-14,eeerttlrthjteacecerqnbrrdg,1210423,0,
2021-01-14,eeertyahtlyljacecerdhnlernn,42304045,0,
2021-01-14,eeertyyjallgacecerrkbyexc,4612224,12728.876338,4
2021-01-14,eeertyyjrrhcechacecerluaycecmj,14044145,0,
2021-01-14,eeertyjhlceceejaceceraryjprty,4442512,0,
2021-01-14,eeertyrtlcecaceceacecergmytvyr,1243403,11352.161635,3
2021-01-14,eeertylrhrgjacecerkkeecprh,40234223,0,
2021-01-14,eeertjececyghtacecerybssmcecpm,42324245,17266.997467000001,3
2021-01-14,eeertjeeyarrtaceceraucecvgsl,6224214,0,
2021-01-14,eeertjajergjacecerytmouhf,44051444,0,
2021-01-14,eeertjgaryhtacecerenrlvxrf,2054214,10957.902238999999,4
2021-01-14,eeertjtcechleahacecerrbqkyrej,4642214,26011.182081999999,5
2021-01-14,eeertjtytltececacecereheyyejb,45422455,0,
2021-01-14,eeerteetayyelacecerxdacecerf,410604,0,
2021-01-14,eeerteejaaltaacecerehxyfmmq,4432621,0,
2021-01-14,eeerteejalyjhacecerhqtrfrh,44023414,0,
2021-01-14,eeertjjceccechacecyaceceridheabnl,6444423,13835.73515,3
2021-01-14,eeertjjtcecahcectacecerhlbuqb,60512,0,
2021-01-14,eeertjgtehatacecersyhrrjr,4121214,20421.545082000001,3
2021-01-14,eeerthejehcechlacecernrclrymr,13258742,14942.593962000001,5
2021-01-14,eeertheleyleracecerxhmhugv,54410514,0,
2021-01-14,eeerthajathetacecerymydfnec,43441441,16436.853358,5
2021-01-14,eeerthtceccecalyjacecerrhyybsdd,614622,0,
2021-01-14,eeerththaeeheacecerlhdhkays,472511,0,
2021-01-14,eeerthtthehltacecerkjhcprdx,31513401,11406.236805,3
2021-01-14,eeertalegjcecyacecercuyececri,6440134,0,
2021-01-14,eeerthjrcecjethacecerbvryhte,3614421,0,
2021-01-14,eeerthjryylreacecereeprstrm,6874534,0,
2021-01-14,eeertghjggacecereservia,54012212,17370.029210000001,5
2021-01-14,eeerthrlrrjjhacecerupfuxen,45214124,0,
2021-01-14,eeertrtceclylleacecerqrayvqf,42025145,9961.7293079999999,5
2021-01-14,eeertrtlacechjaacecerprharrd,25134424,0,
2021-01-14,eeertrytjeyehacecerrmdtvnvl,14144440,97403.575456999999,5
2021-01-14,eeertrhaacecyjcecacecermhjrfhps,42145134,14942.593962000001,5
2021-01-14,eeertlajrljlhacecertcecfktrcecr,48724324,0,
2021-01-14,eeertlhreerlhacecerdabrddrc,3246324,0,
2021-01-14,eeertajgrhcectacecervfeemrf,34504214,0,
2021-01-14,eeertgatljaaacecernyhuadem,42123431,0,
2021-01-14,eeerthrcecehlreacecerrpfqrhp,1444214,0,
2021-01-14,eeerttyaajalyacecerjrbidy,87541242,7174.5822779999999,4
2021-01-14,eeerttjhttltracecerxxmtteh,542144324,0,
2021-01-14,eeerttrjttehracecerrrqemjym,87051345,10791.873417000001,5
2021-01-14,eeerttrrlcecjhtacecersrvlrtak,4124314544,0,
2021-01-14,eeertycecthrcecthacecereicrmdvs,4255564,0,
2021-01-14,eeertycecleagtacecerieiyyhyt,53322044,0,
2021-01-14,eeertyhetjjlcecaceceruradnnhn,625404,0,
2021-01-14,eeertyalahehjacecerhrrxhohr,606441,0,
2021-01-14,eeertyhjerhleacecereraeney,1431442,18429.179220000002,5
2021-01-14,eeertyyeeatjeacecerrcecgixst,606441,0,
2021-01-14,eeertyjrjrhalacecerxyenypoe,644215,6711.1672829999998,5
2021-01-14,eeertylcechjlceceacecereyektyhc,643134,0,
2021-01-14,eeertjececttajeacecerxeyeuyyu,6102544,13448.334656000001,3
2021-01-14,eeertjajergjacecerytmouhf,44051444,0,
2021-01-14,eeerteeeeaglacecerybyrmuop,44214421,0,
2021-01-14,eeertjleaatjracecerhomeeoqy,41202222,9685.0146050000003,5
2021-01-14,eeertallceclhrcecacecerkhvhlall,1412125,0,
2021-01-14,eeerthlcecehceccechacecernnrrtxfb,42144345,0,
2021-01-14,eeertrhececrljracecertndruoem,42141014,0,
2021-01-14,eeertrhehjhljacecerlxgkhjxp,14412040,0,
2021-01-14,eeertrtleealeacecerseehrfe,41220244,0,
2021-01-14,eeertrhelthrjaceceroqxcvthf,44425125,0,
2021-01-14,eeertlcecrtlajracecerrteryyrq,51012044,0,
2021-01-14,eeertlyerahceceacecercecsdhpgu,533741,0,
2021-01-15,eeerytllececlcectacecerqiqypnh,5146434,0,
2021-01-15,eeeryyjeellylacecerdcrlhyxk,1264204,17370.029210000001,4
2021-01-15,eeeryahajalgacecertreyavcecr,547650,0,
2021-01-15,eeerygayrtttacecereeqrrfht,14421415,18263.170397999998,3
2021-01-15,eeeryhcecyceclalhacecerrynupey,12201524,0,
2021-01-15,eeeryarycecrhceccecaceceriejnhueo,34152345,21583.746834000001,4
2021-01-15,eeeryalhalyhcecacecerkyqukog,213401,0,
2021-01-15,eeeryhrjrrceccechacecerpsothrrt,44143242,0,
2021-01-15,eeertlhelgcecjacecergrprrry,54442131,0,
2021-01-15,eeeryhlcecyrejracecersehbdor,1013212,0,
2021-01-15,eeeryaeljegeacecerrfcecbpge,53425241,0,
2021-01-15,eeerytcecyljcecahacecereyxiyrle,2515442,0,
2021-01-15,eeeryaltheehjacecercdkrrrad,54421587,0,
2021-01-15,eeeryjatyyjlhacecerrrrocerp,14542140,0,
2021-01-15,eeerygcecjcecljracecerxkpbjejr,42334542,0,
2021-01-15,eeerytrljetylacecerifyqihe,5440605,26654.611487999999,4
2021-01-15,eeeryyreeyeayacecerakbyhbql,4433146,0,
2021-01-15,eeeryjceclcecaacectacecerapytrcecrr,3442426,15496.023368,5
2021-01-15,eeeryhrtjceceacecaceceroyxhqltp,4305442,0,
2021-01-15,eeerytghreejacecerrrygddc,42131224,0,
2021-01-15,eeeryyatryhjaacecersxrufhr,14415441,6917.8675750000002,5
2021-01-15,eeeryjejcecececgacecerleyhkryhc,48743143,0,
2021-01-15,eeeryhcecyjhcecjlacecerdbuainhp,12566,0,
2021-01-15,eeeryghjtrthacecertijfvcecx,3443421,32375.620251,5
2021-01-15,eeeryejaeerceccecacecerfherrchl,13252014,0,
2021-01-15,eeerytharhcecjcecacecerxroxqcech,42251203,0,
2021-01-15,eeerytllceceehjacecermgxhef,4565143,23410.063873999999,5
2021-01-15,eeeryyeajtlyracecerrrqynfy,41401224,0,
2021-01-15,eeeryyhlerhcechacecerhncecsceclyq,44212345,0,
2021-01-15,eeeryhcecaeaececeacecerabyydeqr,31405141,14942.593962000001,4
2021-01-15,eeeryhjhrhralacecererrysrql,132274,0,
2021-01-15,eeerythjhtjaaacecerceivtnrl,560615,32873.706717000001,4
2021-01-15,eeerytythehehaceceryvrykfir,742510,0,
2021-01-15,eeerytjceccecghlacecerbgsheal,42514424,0,
2021-01-15,eeerygtalellacecertcecbeyrfr,5143231,0,
2021-01-15,eeeryeltcechlaaacecerpxrigyh,44325054,14942.593962000001,5
2021-01-15,eeeryhcecaelyleacecerosnxxceceq,55153123,23797.464457999999,3
2021-01-15,eeeryhllhjhrtacecerdhyrefrb,41212421,29885.187911000001,3
2021-01-15,eeerytceccecjtcecytacecerrrhryrn,4087644,0,
2021-01-15,eeeryyyelejrracecerbyercvr,4246451,25734.467379000002,3
2021-01-15,eeeryyrrtyyhlacecerqhthenbb,42424234,0,
2021-01-15,eeerygcecathrcecacecerhekynljd,44442240,0,
2021-01-15,eeertljhajjeaacecersrdhlka,3246324,0,
2021-01-15,eeeryhehjteylacecerpyjyormp,5360140,0,
2021-01-15,eeeryhalerthtacecerrprnchvf,15420224,0,
2021-01-15,eeerytaalyceccechacecerjjadryxm,14420541,0,
2021-01-15,eeeryttahjjrjacecercectktcecxs,43442551,26979.683542999999,5
2021-01-15,eeerytjttaaalaceceruiuxayesx,4446442,0,
2021-01-15,eeeryteececycecehacecercechyhrttd,432444214,0,
2021-01-15,eeerytjjtcechlcecacecerdeqpxsrl,3424340,23161.020640999999,5
2021-01-15,eeerytljtheehacecercecrhaiyh,6342143,0,
2021-01-15,eeeryyececyhljlacecerblvmxthv,14441245,13835.73515,3
2021-01-15,eeeryyehtcecatjacecerqaeeemol,12201524,0,
2021-01-15,eeeryyjaceccecjajacecertqefoxurl,34054414,17923.458616,4
2021-01-15,eeeryylerelcecaacecerljcechmvmr,30412122,44827.781885999997,3
2021-01-15,eeeryjeelrcechaacecerjrceceqqre,4326187,0,
